length,no_policy,seq,parallel,unseq,par_unseq,best_K,best_time,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19,K20,K21,K22,K23,K24,K25,K26,K27,K28,K29,K30,K31,K32
10000,7e-07,6e-07,1.8e-05,4e-07,1.38e-05,1,0.0010918,0.0010918,0.0017139,0.0024235,0.0028038,0.0033994,0.0040204,0.0045566,0.0049869,0.0057075,0.0062477,0.0067421,0.0076239,0.0079548,0.0089252,0.0095494,0.0104581,0.0109175,0.0114438,0.0117428,0.0119392,0.0120272,0.0122587,0.0129405,0.0132151,0.0137936,0.0142754,0.0155748,0.0163263,0.0161542,0.0166482,0.0172407,0.0175385
100000,8e-07,5e-07,1.72e-05,4e-07,1.38e-05,1,0.0011041,0.0011041,0.0016561,0.0022568,0.0026162,0.0033178,0.0037742,0.0043715,0.0048473,0.0055622,0.0060202,0.006442,0.0069723,0.0074318,0.0081444,0.0086942,0.0093198,0.0098427,0.0108917,0.0110013,0.0115307,0.0119882,0.0124976,0.0133358,0.0137601,0.01454,0.0154423,0.0157349,0.0164574,0.0168,0.0172101,0.0176482,0.018284
1000000,2.8e-06,1.3e-06,2.32e-05,1.4e-06,1.12e-05,1,0.0019999,0.0019999,0.0022136,0.0025894,0.0029721,0.0035404,0.0038122,0.004529,0.0049403,0.0054559,0.0059352,0.0065182,0.0072134,0.0076907,0.0084334,0.008809,0.0092811,0.00979,0.0102136,0.0108233,0.0111981,0.0115701,0.0123499,0.0133563,0.0135734,0.0140585,0.0145858,0.0150133,0.0160945,0.0168664,0.0180471,0.0182296,0.0182392
1000,5.7e-06,9e-07,6.76e-05,9e-07,1.72e-05,2,0.0016729,0.0019056,0.0016729,0.0023051,0.003088,0.0034269,0.0040168,0.0044944,0.0051561,0.0056618,0.0061934,0.0066377,0.0072671,0.0081323,0.0086273,0.0095945,0.0099511,0.0106165,0.0111976,0.011599,0.0120286,0.0122917,0.0129836,0.0134029,0.013613,0.0143629,0.0153537,0.0153441,0.015365,0.0157499,0.0162669,0.0170525,0.0173634
10000,1.8e-06,1.4e-06,1.93e-05,1.3e-06,2.06e-05,1,0.0011088,0.0011088,0.0017833,0.0022488,0.0028631,0.0033582,0.0038239,0.0044963,0.0049156,0.0051993,0.0057821,0.0063389,0.0068726,0.0072561,0.0081205,0.0084763,0.0092249,0.0093994,0.009893,0.0107976,0.0117282,0.012759,0.0132261,0.0136752,0.0139819,0.0148193,0.0164234,0.0185669,0.019683,0.0188119,0.017432,0.0176086,0.0172926
100000,1.3e-06,9e-07,1.82e-05,9e-07,1.99e-05,1,0.0010771,0.0010771,0.0016559,0.0022957,0.0027105,0.0033113,0.003876,0.0042394,0.004914,0.005742,0.0061642,0.0068084,0.0072867,0.0081825,0.0090243,0.0101412,0.0120056,0.0141195,0.0145608,0.0141636,0.0142682,0.0147658,0.0145919,0.015031,0.0159171,0.0163604,0.0153847,0.0148251,0.0151832,0.0163878,0.0178418,0.020065,0.0210654
1000000,1.6e-06,6e-07,2.88e-05,5e-07,0.000162,1,0.0020353,0.0020353,0.0029341,0.0030862,0.0034785,0.0038388,0.0044368,0.0050804,0.0056872,0.0058731,0.0064981,0.0067955,0.0070538,0.0076258,0.0081007,0.0088552,0.0094261,0.0100079,0.0108888,0.0111653,0.0120717,0.0123536,0.0129902,0.0136702,0.0141341,0.014117,0.0143835,0.0161538,0.0182541,0.0197411,0.0195524,0.0189036,0.0193026
1000,5e-06,6e-07,6.78e-05,4e-07,1.15e-05,1,0.0020731,0.0020731,0.0023883,0.0026074,0.0030436,0.00342,0.0039832,0.0044894,0.0049283,0.0054306,0.0061387,0.0066179,0.0073117,0.00775,0.0085428,0.0090613,0.0101763,0.010274,0.0110138,0.0118964,0.0127435,0.0132194,0.0137567,0.0136148,0.0139172,0.0141095,0.0141699,0.0144343,0.0147105,0.0151293,0.0157208,0.016774,0.0175115
10000,1.5e-06,1.1e-06,1.83e-05,9e-07,1.65e-05,1,0.0011,0.0011,0.0016459,0.002248,0.0028385,0.0033801,0.0038147,0.0043634,0.0049437,0.005338,0.0056393,0.0062613,0.006548,0.0070551,0.0075764,0.0081693,0.008654,0.0092204,0.0098177,0.0101812,0.0109728,0.011686,0.0119994,0.0125252,0.0130591,0.0133811,0.0137094,0.0144391,0.0150721,0.0155679,0.0160822,0.0165121,0.0171064
100000,1.4e-06,1e-06,1.98e-05,1e-06,2.33e-05,1,0.0010946,0.0010946,0.0017578,0.0021864,0.0028072,0.0033,0.0038774,0.0043509,0.0047903,0.0051864,0.005737,0.0061523,0.0068231,0.0074805,0.0082709,0.0085412,0.0090338,0.0096262,0.0101032,0.0105759,0.0108309,0.0116176,0.0120645,0.01242,0.0129351,0.0134422,0.0142273,0.0146927,0.0150336,0.0150713,0.015641,0.016559,0.0172215
1000000,2.5e-06,1.4e-06,2.41e-05,1.3e-06,1.3e-05,1,0.0016549,0.0016549,0.0019145,0.0024508,0.002946,0.0032471,0.0034943,0.0040182,0.00449,0.004889,0.0056021,0.0059703,0.0064546,0.0071753,0.0077224,0.008528,0.008767,0.0094056,0.0099468,0.0105661,0.0109448,0.011306,0.0119665,0.0121378,0.012887,0.0133692,0.0139112,0.0145418,0.0149135,0.015518,0.0163037,0.0173793,0.0176856
1000,5.8e-06,1e-06,8.22e-05,1.3e-06,2.67e-05,1,0.0020197,0.0020197,0.0023446,0.0030082,0.0035479,0.0042519,0.0047842,0.0052504,0.0058282,0.0064343,0.0068373,0.0074262,0.0076789,0.0080347,0.0079962,0.0083619,0.0088213,0.0096405,0.0098716,0.0102251,0.0110094,0.01163,0.0124728,0.0140363,0.0154104,0.015852,0.0161896,0.016494,0.0169334,0.0176323,0.0179746,0.0181934,0.0181376
10000,9e-07,5e-07,1.83e-05,4e-07,1.74e-05,1,0.0011243,0.0011243,0.0017848,0.0022695,0.0028994,0.0034111,0.0040051,0.0047447,0.0053488,0.005834,0.0066607,0.0072236,0.0078814,0.0084336,0.0090053,0.0091409,0.009322,0.0094586,0.0099627,0.0101346,0.0106291,0.0111678,0.0121556,0.0125719,0.0134822,0.0138266,0.014567,0.0152249,0.0157076,0.0163071,0.0164978,0.0163649,0.0186706
100000,8e-07,6e-07,2.06e-05,5e-07,1.78e-05,1,0.001234,0.001234,0.0019884,0.0026443,0.0032472,0.0040872,0.0048372,0.0052805,0.0063022,0.0066619,0.0074512,0.0076896,0.00785,0.008238,0.0085124,0.0089825,0.0096137,0.009517,0.0100968,0.0107886,0.0123956,0.0141514,0.0140498,0.0134582,0.0135294,0.0138246,0.0139106,0.0144753,0.0152222,0.0158933,0.0165703,0.0169307,0.0175665
1000000,2.6e-06,9e-07,2.28e-05,9e-07,1.11e-05,1,0.0015617,0.0015617,0.0019378,0.0026663,0.0030134,0.0035396,0.0038974,0.0042855,0.0046654,0.0050937,0.0057877,0.0064736,0.0067655,0.0074357,0.0078595,0.0087088,0.0092762,0.0096695,0.010465,0.0107349,0.0113165,0.0116917,0.0124084,0.012955,0.013263,0.0138384,0.0140803,0.0149263,0.0154899,0.0163552,0.0170062,0.0172542,0.0178359
1000,5.5e-06,9e-07,6.06e-05,9e-07,1.9e-05,1,0.0017785,0.0017785,0.0018864,0.0022111,0.0027563,0.0033705,0.0036374,0.0041257,0.0048351,0.0052535,0.0057228,0.0061889,0.006719,0.0071,0.0080017,0.0084626,0.0093003,0.0098925,0.0102918,0.0107986,0.0111589,0.0112403,0.0117371,0.0121875,0.0126434,0.0132744,0.0136364,0.0146203,0.0149274,0.0157289,0.0161552,0.0165275,0.0171046
10000,1.2e-06,1.1e-06,1.82e-05,1e-06,1.44e-05,1,0.0011716,0.0011716,0.0018316,0.0023069,0.0027805,0.003296,0.0038967,0.0043724,0.0049691,0.0053536,0.005785,0.0061361,0.0066361,0.0073377,0.0080171,0.0084697,0.0090383,0.0093093,0.0098836,0.0102365,0.011336,0.0114003,0.011953,0.0121506,0.0128032,0.0134231,0.0140332,0.0144497,0.0151223,0.0155081,0.0159835,0.0164499,0.0168465
100000,1.4e-06,1e-06,1.85e-05,9e-07,3.01e-05,1,0.00116,0.00116,0.0018149,0.0021682,0.0027035,0.003224,0.0037353,0.004285,0.0047574,0.0053114,0.0057785,0.0061143,0.006723,0.0072878,0.0076952,0.0082354,0.0090204,0.0095471,0.0102253,0.0108333,0.0112762,0.0122152,0.012299,0.0127114,0.0132055,0.0132817,0.0135494,0.0138914,0.0148939,0.0151183,0.0159301,0.0168831,0.0171503
1000000,2.8e-06,9e-07,2.28e-05,8e-07,3.63e-05,1,0.0019504,0.0019504,0.0021863,0.0023749,0.002908,0.0032891,0.0036992,0.0041192,0.004781,0.0052791,0.0056803,0.006261,0.0068839,0.0073612,0.0080451,0.0085216,0.0090493,0.0096245,0.0100982,0.0104819,0.0108058,0.011251,0.0120328,0.0122229,0.012986,0.013652,0.0138443,0.0145839,0.0151282,0.0155168,0.0158768,0.0166346,0.0169424
1000,5.9e-06,1e-06,6.88e-05,8e-07,1.7e-05,2,0.0017628,0.0018132,0.0017628,0.0023618,0.002916,0.0033132,0.0037748,0.004564,0.0050869,0.005663,0.0060313,0.0065759,0.0071193,0.0078113,0.0082857,0.0088533,0.0095058,0.0100938,0.0106994,0.0110746,0.0113604,0.0117247,0.0123721,0.0126596,0.0132113,0.0138348,0.0144388,0.0152649,0.0161952,0.0162887,0.016337,0.0165363,0.0169655
10000,1.4e-06,9e-07,1.9e-05,9e-07,2.97e-05,1,0.0011064,0.0011064,0.0019432,0.0025628,0.0029128,0.0033855,0.0039521,0.004416,0.0049463,0.0056175,0.0059682,0.0063949,0.0069471,0.0074243,0.0081042,0.0087475,0.0091828,0.0097246,0.010113,0.0107917,0.0111009,0.0115372,0.0122344,0.0126687,0.0129653,0.0138286,0.0143221,0.0153752,0.015991,0.0164923,0.0169131,0.0173172,0.0177935
100000,1.8e-06,1.4e-06,1.92e-05,1.4e-06,1.56e-05,1,0.0011884,0.0011884,0.001879,0.0024143,0.0029082,0.0034388,0.0038772,0.0044834,0.0050027,0.0054352,0.0058516,0.0062948,0.0067951,0.0074893,0.0079489,0.0087052,0.0091866,0.0095408,0.0101521,0.0108173,0.0112819,0.0118489,0.0122313,0.0129531,0.0135466,0.0138736,0.0142256,0.0145961,0.0154285,0.0159511,0.0167112,0.0170639,0.0174698
1000000,2.5e-06,4e-07,2.22e-05,4e-07,1.07e-05,1,0.0020971,0.0020971,0.002232,0.0026204,0.0029819,0.0032099,0.0036365,0.0041977,0.0046082,0.0051523,0.0056131,0.0063081,0.0068719,0.0076717,0.0082446,0.0091969,0.0097739,0.0102654,0.0108132,0.0112418,0.0115482,0.0121677,0.0124642,0.0126553,0.0132014,0.0137213,0.0143424,0.0148255,0.0153763,0.0159756,0.0163253,0.0168093,0.0177324
1000,5.6e-06,5e-07,6.69e-05,4e-07,1.81e-05,2,0.001863,0.0019152,0.001863,0.0024188,0.0028504,0.0032895,0.0037475,0.0043037,0.0046494,0.0053405,0.0059624,0.0061204,0.0066804,0.0072858,0.0076913,0.0082781,0.0092617,0.0097918,0.0104183,0.0108499,0.0114582,0.0116701,0.0122899,0.0125342,0.0131937,0.0131197,0.0138235,0.0144458,0.0147019,0.0150948,0.0155449,0.0161489,0.0169367
10000,8e-07,5e-07,1.92e-05,4e-07,1.62e-05,1,0.0011085,0.0011085,0.0017027,0.002376,0.003154,0.0033837,0.0038364,0.0044326,0.0048572,0.0055681,0.0057163,0.0064283,0.0066855,0.0072855,0.007492,0.0081119,0.0087076,0.0092493,0.009727,0.0102634,0.0107242,0.0113791,0.01181,0.0122915,0.0135731,0.0140683,0.0146116,0.0148326,0.0148383,0.0152292,0.015834,0.0163165,0.0173266
100000,2.6e-06,2.3e-06,2.03e-05,2.3e-06,5.28e-05,1,0.0011665,0.0011665,0.0017827,0.0022578,0.0028009,0.0033881,0.003901,0.004411,0.0049156,0.0055225,0.0059713,0.0064513,0.0069839,0.0072866,0.0079436,0.0084049,0.0087345,0.0093859,0.009601,0.0100511,0.0107517,0.0112184,0.0116878,0.0121592,0.0128486,0.0134788,0.0136566,0.0142135,0.014848,0.0152291,0.0156744,0.0160181,0.0172933
1000000,6.3e-06,5.1e-06,2.54e-05,5.4e-06,1.58e-05,1,0.0019099,0.0019099,0.0021795,0.0025059,0.0029192,0.0034944,0.0037888,0.0041988,0.0046498,0.0052142,0.0055808,0.0062085,0.0067011,0.007101,0.007651,0.0082955,0.0089566,0.0096247,0.0100154,0.0105126,0.0107942,0.0112367,0.011679,0.0123001,0.0127076,0.0134325,0.0140829,0.0157106,0.0168924,0.0177747,0.0187109,0.0180421,0.0179056
1000,5.7e-06,1.3e-06,6.84e-05,1.3e-06,1.8e-05,2,0.0018224,0.0019553,0.0018224,0.0023888,0.002868,0.003287,0.0037632,0.0042814,0.0047847,0.0051985,0.005936,0.0063802,0.0068377,0.0074102,0.0080915,0.008734,0.009442,0.0098068,0.0106638,0.0111022,0.0115979,0.0115164,0.0123017,0.0123673,0.0130475,0.0137177,0.0144714,0.0145862,0.0152504,0.0155304,0.0161988,0.0170556,0.0175992
10000,7e-07,5e-07,1.76e-05,4e-07,1.95e-05,1,0.0011048,0.0011048,0.001745,0.0021727,0.0028197,0.0031844,0.0037698,0.0044646,0.0049142,0.005425,0.0058472,0.006106,0.0068382,0.007428,0.007743,0.0083893,0.0092183,0.0094232,0.0101744,0.0107517,0.0113693,0.0119397,0.0124761,0.0126332,0.013243,0.0137646,0.0149697,0.0152636,0.0154793,0.0157155,0.0159923,0.0169611,0.0173161
100000,7e-07,4e-07,1.87e-05,4e-07,1.44e-05,1,0.0011724,0.0011724,0.0017608,0.0023246,0.0027611,0.0032415,0.0038953,0.0046019,0.004926,0.0053789,0.0057746,0.0063709,0.006832,0.0074326,0.0081467,0.0087146,0.0093919,0.0095874,0.0102994,0.0107228,0.0109572,0.0116178,0.0121025,0.0126175,0.0131203,0.0135799,0.014323,0.0145531,0.0151632,0.0156477,0.0162894,0.0168272,0.0173675
1000000,3e-06,1e-06,2.14e-05,8e-07,2.6e-05,1,0.0018259,0.0018259,0.0020724,0.0025342,0.0028846,0.0034024,0.0037208,0.0041783,0.0046521,0.0050729,0.0054882,0.0060815,0.0067587,0.0072051,0.0078829,0.0084963,0.0093811,0.0100048,0.0104165,0.0109239,0.0113793,0.0120649,0.012475,0.0127209,0.0130467,0.0138185,0.0143955,0.0147585,0.0152842,0.0160437,0.0165414,0.0169254,0.0172131
1000,4.3e-06,5e-07,6.13e-05,4e-07,1.69e-05,1,0.0018288,0.0018288,0.0022137,0.0024255,0.0029644,0.0031358,0.0037731,0.0043024,0.0047532,0.0051863,0.0056537,0.0060528,0.0065629,0.007378,0.0076883,0.0085484,0.0091205,0.0097908,0.0105429,0.0107904,0.0110911,0.0113262,0.0117476,0.0122233,0.0128394,0.0133783,0.0138449,0.014267,0.0150341,0.0151432,0.015998,0.0168173,0.0169829
10000,8e-07,4e-07,1.75e-05,4e-07,1.34e-05,1,0.0010868,0.0010868,0.001678,0.0021873,0.0028829,0.003214,0.0039452,0.0043457,0.0049368,0.0053407,0.0057973,0.0065748,0.0069631,0.0073258,0.0079953,0.0088437,0.0089614,0.009372,0.0098079,0.0105295,0.0109701,0.0114232,0.012159,0.0128774,0.0135113,0.0137149,0.0142255,0.0146955,0.0150446,0.0156687,0.0159833,0.0164695,0.0169892
100000,2.3e-06,1.9e-06,1.94e-05,1.8e-06,3.61e-05,1,0.0011107,0.0011107,0.0017608,0.002193,0.0027381,0.0031763,0.0037035,0.0042705,0.004703,0.0051465,0.0057255,0.0060433,0.0066128,0.0071665,0.0076131,0.0081844,0.0087478,0.0094646,0.0100855,0.0105875,0.0108054,0.0113601,0.0118952,0.0123353,0.0127813,0.0131522,0.0138408,0.0143129,0.0148569,0.0152411,0.0156711,0.0161453,0.0169371
1000000,4.3e-06,1.8e-06,2.64e-05,1.8e-06,0.0001187,1,0.0017338,0.0017338,0.002107,0.0025937,0.0029104,0.0032116,0.0041276,0.0041717,0.0047925,0.0051781,0.0057501,0.006247,0.0067233,0.0073065,0.0077698,0.0085245,0.0088885,0.0096469,0.0099848,0.0104803,0.0112378,0.0116266,0.0118853,0.0122499,0.0128001,0.0132172,0.0139112,0.0143728,0.0147319,0.015318,0.0158936,0.0165438,0.0171326
1000,5.6e-06,1.4e-06,6.48e-05,1.3e-06,2.02e-05,1,0.0020968,0.0020968,0.0021356,0.002543,0.0028425,0.0034553,0.0037257,0.0042417,0.0048155,0.0052221,0.0058052,0.0064005,0.0068269,0.0075039,0.008138,0.0089502,0.0094443,0.0097098,0.0103691,0.0108982,0.0114184,0.011788,0.0119294,0.0124048,0.0134265,0.0136531,0.014111,0.0146466,0.0152073,0.0155198,0.0166524,0.016955,0.0171744
10000,7e-07,4e-07,1.76e-05,4e-07,1.45e-05,1,0.0011446,0.0011446,0.0017907,0.0023566,0.0028401,0.0033062,0.0039227,0.0044994,0.0050063,0.005301,0.0056789,0.0061266,0.0067442,0.0073464,0.0078501,0.0085457,0.009161,0.0095614,0.0102426,0.0103828,0.0110295,0.0115906,0.0122172,0.0126762,0.0131141,0.0137851,0.0140418,0.0147368,0.0151094,0.0156557,0.0161773,0.0166621,0.0171884
100000,1.8e-06,1.3e-06,1.9e-05,1.3e-06,1.41e-05,1,0.0010981,0.0010981,0.0017068,0.0022409,0.0028074,0.0033225,0.0038547,0.0041826,0.004773,0.0051915,0.0058245,0.0062692,0.0066751,0.0073773,0.0078798,0.0084986,0.0090911,0.0095985,0.0104984,0.0108316,0.0115271,0.012014,0.0123804,0.0130318,0.0132657,0.0137329,0.0140921,0.0147052,0.0156734,0.0158948,0.0166154,0.0167909,0.0174265
1000000,2.6e-06,6e-07,2.36e-05,4e-07,1.43e-05,1,0.0017566,0.0017566,0.0024347,0.0024947,0.0031284,0.003548,0.0039335,0.0043113,0.0047528,0.0053535,0.0058463,0.0062781,0.0069578,0.007701,0.0080323,0.0088988,0.0093119,0.0099203,0.0109945,0.0110609,0.0114708,0.0118787,0.0123805,0.0126514,0.0134815,0.0140322,0.0145502,0.0151317,0.0155766,0.016096,0.0163586,0.0165426,0.0174609
1000,5e-06,4e-07,6.61e-05,4e-07,1.84e-05,1,0.0019689,0.0019689,0.0020545,0.0025159,0.0028434,0.0032551,0.0036758,0.0042761,0.004658,0.0053204,0.0057797,0.0063513,0.0069156,0.0076151,0.0082959,0.0089163,0.0098012,0.0103641,0.0109966,0.0109346,0.011331,0.0115634,0.0119912,0.0122213,0.0126849,0.013048,0.0137272,0.0147918,0.0154419,0.0160376,0.0162512,0.0164409,0.0172728
10000,1.4e-06,1e-06,1.88e-05,1e-06,2.95e-05,1,0.0010786,0.0010786,0.0016651,0.0023016,0.0028016,0.0032746,0.0038938,0.0043804,0.004859,0.0054034,0.005735,0.0062762,0.0067861,0.0073967,0.0079039,0.0087156,0.0095552,0.0102428,0.0112478,0.0119349,0.012822,0.0128223,0.012852,0.0130217,0.0130685,0.0131546,0.0136059,0.0141769,0.0147972,0.0152064,0.0166233,0.0167423,0.0179233
100000,2.8e-06,2.2e-06,2.06e-05,2.2e-06,2.14e-05,1,0.0011398,0.0011398,0.0018177,0.0024252,0.0028392,0.00337,0.0038691,0.0045253,0.0050323,0.0053844,0.0058441,0.0063191,0.0069842,0.0072456,0.007707,0.0079312,0.0086664,0.0093418,0.0097984,0.0105164,0.0110544,0.0113436,0.0120959,0.0122592,0.0130788,0.0134389,0.0140599,0.0143604,0.0150498,0.0155014,0.0159236,0.0163635,0.0172412
1000000,3e-06,9e-07,2.4e-05,9e-07,1.06e-05,1,0.002027,0.002027,0.0022199,0.0023894,0.0027217,0.0032082,0.0036146,0.0039658,0.0045395,0.0050283,0.0053834,0.0060645,0.0066507,0.007162,0.0078748,0.0083212,0.0090858,0.0096133,0.0101147,0.0109899,0.0111119,0.0116826,0.0122165,0.0127654,0.0130705,0.013353,0.0137492,0.014514,0.0150255,0.0156085,0.0159094,0.0159402,0.0173102
1000,4.8e-06,4e-07,6.67e-05,4e-07,1.84e-05,1,0.0017581,0.0017581,0.0018942,0.002456,0.0030863,0.003546,0.0038152,0.0043014,0.0047787,0.0053289,0.0058237,0.0063329,0.0069715,0.0077513,0.0081385,0.0088152,0.0092729,0.0096989,0.0104693,0.011013,0.0116193,0.0119078,0.0121848,0.0123692,0.0130723,0.0138104,0.0137445,0.0146165,0.0151438,0.0155628,0.0166176,0.0168562,0.0175659
10000,7e-07,5e-07,1.84e-05,4e-07,2.88e-05,1,0.0010763,0.0010763,0.0017242,0.0022371,0.0028828,0.0032287,0.0039321,0.0044292,0.0049523,0.0054171,0.0057994,0.0063724,0.0070865,0.0075383,0.007913,0.0085966,0.0087561,0.0095221,0.0101099,0.0106078,0.0109292,0.0116844,0.0122458,0.0130247,0.0131074,0.013913,0.0145665,0.0151212,0.0157983,0.0160436,0.0176806,0.02067,0.022964
100000,2.4e-06,1.9e-06,2.31e-05,2.1e-06,2.9e-05,1,0.001423,0.001423,0.0021777,0.0030909,0.0036731,0.0042746,0.0047438,0.0052348,0.0061221,0.006485,0.0069777,0.0075254,0.0081869,0.0089509,0.0094492,0.0098828,0.0106062,0.0110946,0.0116772,0.0121315,0.012851,0.0135324,0.0141653,0.0147784,0.0149465,0.0157816,0.0165295,0.0171288,0.0177222,0.018118,0.01837,0.0195979,0.0207227
1000000,1.8e-06,5e-07,2.39e-05,5e-07,1.37e-05,1,0.0023789,0.0023789,0.0024019,0.0028606,0.0035642,0.0042308,0.004539,0.0051026,0.005561,0.006166,0.0066764,0.0075067,0.0080242,0.0083033,0.0092417,0.0098173,0.0104956,0.0100796,0.009756,0.0096894,0.0100624,0.0106184,0.0117224,0.0124762,0.0135325,0.0145339,0.0155698,0.0161996,0.0169619,0.0166819,0.0168074,0.0173752,0.0177304
1000,4.8e-06,5e-07,6.04e-05,4e-07,1.98e-05,1,0.0019063,0.0019063,0.0021675,0.0022735,0.0026707,0.0030376,0.003519,0.0039805,0.0045213,0.0049803,0.0054351,0.0059352,0.0067252,0.0070071,0.0079191,0.0084923,0.0091871,0.0097482,0.0105713,0.0111194,0.0113794,0.0115692,0.0120609,0.0122654,0.0127349,0.0134102,0.013717,0.0145822,0.0151218,0.0157967,0.0163772,0.0163519,0.0168851
10000,7e-07,4e-07,1.77e-05,4e-07,1.86e-05,1,0.0011643,0.0011643,0.0017543,0.0022477,0.002733,0.0031761,0.0037294,0.004561,0.0050045,0.0052641,0.005861,0.0064298,0.0067958,0.0072529,0.0078268,0.0085026,0.0090283,0.0094011,0.0099602,0.0105519,0.0110371,0.0115659,0.0119523,0.0122746,0.0129683,0.0133198,0.0135494,0.0141954,0.0145011,0.0151601,0.0157902,0.0160114,0.0169922
100000,1.4e-06,9e-07,1.88e-05,1e-06,1.42e-05,1,0.001261,0.001261,0.001721,0.0022444,0.0027535,0.003151,0.003753,0.0042641,0.0047958,0.0051096,0.0056132,0.0061336,0.0067719,0.0069884,0.0078567,0.008382,0.0089499,0.0093617,0.0099398,0.010386,0.010886,0.0114058,0.0119504,0.0124562,0.0127827,0.0133922,0.0138583,0.0138929,0.0145457,0.0151133,0.0156855,0.0166409,0.0176181
1000000,4.3e-06,2.6e-06,2.38e-05,2.7e-06,1.31e-05,1,0.0021364,0.0021364,0.0023173,0.0025033,0.0030866,0.0032905,0.0036469,0.0041161,0.0046024,0.0050636,0.005515,0.0060403,0.0065955,0.0072483,0.0077458,0.0082709,0.0088864,0.0095557,0.010396,0.0110629,0.0112374,0.011898,0.0119405,0.012422,0.0129155,0.0129992,0.013562,0.0143496,0.0147596,0.0151694,0.0156195,0.016461,0.0169376
1000,4.6e-06,4e-07,6.13e-05,4e-07,1.77e-05,1,0.0017911,0.0017911,0.0018958,0.0024541,0.0028939,0.0033142,0.003774,0.0041941,0.004954,0.0052659,0.0057234,0.0065774,0.0069401,0.0075582,0.0080739,0.0090568,0.0095733,0.0099612,0.0106414,0.0109331,0.0115441,0.0116771,0.0118925,0.0122805,0.0130693,0.0136282,0.014263,0.015088,0.0153477,0.0158278,0.0164854,0.0173816,0.017634
10000,1.3e-06,1e-06,1.82e-05,9e-07,1.61e-05,1,0.0010727,0.0010727,0.0017662,0.0023631,0.0028807,0.0033562,0.0038657,0.0044675,0.0049524,0.0053783,0.0058375,0.0064314,0.0067428,0.0073225,0.0078167,0.0084822,0.0089263,0.0095296,0.0101245,0.010837,0.0112796,0.0115469,0.0120387,0.0125723,0.0131903,0.0136268,0.0139956,0.0147802,0.0152842,0.0154473,0.0160828,0.0169902,0.0176395
100000,8e-07,4e-07,1.82e-05,5e-07,3.02e-05,1,0.0010568,0.0010568,0.0017507,0.0023443,0.0028729,0.0033446,0.0039814,0.004551,0.0049903,0.0054711,0.0059139,0.0061801,0.0067733,0.0071692,0.0085266,0.0084663,0.0090537,0.0096346,0.0101829,0.0104611,0.0109974,0.0115221,0.0125342,0.014522,0.0157389,0.0164961,0.0173723,0.0158614,0.015841,0.0164317,0.0165689,0.0170083,0.0174511
1000000,3.6e-06,1.4e-06,2.07e-05,1.3e-06,1.36e-05,1,0.0017615,0.0017615,0.0020052,0.002304,0.0030691,0.0035799,0.0038816,0.0041322,0.0047035,0.0050801,0.0056437,0.006344,0.0070008,0.0073271,0.0082149,0.0089599,0.0094917,0.0100957,0.0106143,0.0111339,0.0113361,0.0115349,0.0117816,0.012653,0.0128084,0.0138647,0.0141058,0.0146371,0.015165,0.015808,0.0163464,0.016828,0.0176604
1000,4.9e-06,6e-07,6.3e-05,3e-07,2.08e-05,1,0.0017414,0.0017414,0.0019419,0.002469,0.0027383,0.0031906,0.0037959,0.0042468,0.0046507,0.0050442,0.0057107,0.0061956,0.0069167,0.0075382,0.0080683,0.0088829,0.0095175,0.0100372,0.0104127,0.0108814,0.0112626,0.011862,0.0120465,0.0122859,0.0125878,0.0136012,0.0144162,0.0145322,0.0152434,0.0157274,0.016034,0.0167654,0.0173221
10000,1.3e-06,1e-06,1.81e-05,1e-06,1.39e-05,1,0.0011261,0.0011261,0.0017563,0.002275,0.0027903,0.00328,0.0037753,0.004379,0.0047689,0.0053167,0.0056557,0.0062137,0.0067162,0.0073202,0.0078377,0.0086541,0.0091247,0.0094133,0.0100027,0.0103959,0.0107816,0.0113511,0.0119789,0.0123312,0.0130916,0.0134932,0.0137276,0.0141735,0.0151216,0.0158329,0.0162994,0.017065,0.0172638
100000,1.4e-06,1e-06,2.03e-05,9e-07,1.89e-05,1,0.0011651,0.0011651,0.0017039,0.002572,0.0027479,0.0033552,0.003832,0.004149,0.004985,0.0054278,0.0057097,0.0062428,0.0066719,0.0071351,0.007745,0.0083303,0.0090133,0.00959,0.0101524,0.0105224,0.0111782,0.011688,0.0119554,0.0125208,0.0129828,0.0134273,0.0137552,0.0145121,0.0150069,0.0155365,0.0158374,0.0167962,0.0174454
1000000,2.1e-06,5e-07,2.23e-05,4e-07,4.29e-05,1,0.0017622,0.0017622,0.0019811,0.0025906,0.0026762,0.0033211,0.0035793,0.003987,0.0046906,0.005046,0.0054485,0.0059644,0.0067266,0.007027,0.0077214,0.0081699,0.0091918,0.0098465,0.010241,0.0107042,0.0110274,0.0114551,0.011785,0.0122389,0.0131415,0.0132109,0.0137728,0.0145083,0.0147684,0.0161218,0.0166775,0.0171863,0.0173701
1000,5.7e-06,1.3e-06,6.54e-05,1.2e-06,2.01e-05,1,0.0018494,0.0018494,0.002008,0.0023915,0.0028181,0.0035659,0.0041467,0.0043049,0.0049318,0.0056299,0.0061299,0.0065164,0.0070509,0.0077474,0.0083297,0.0089614,0.0094524,0.0097115,0.0105496,0.0109829,0.0114333,0.0117939,0.0124783,0.0128488,0.0132915,0.0135728,0.0144491,0.0152784,0.0156738,0.0161495,0.0165946,0.0170189,0.017569
