length,no_policy,seq,parallel,unseq,par_unseq,best_K,best_time,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19,K20,K21,K22,K23,K24,K25,K26,K27,K28,K29,K30,K31,K32
100000,8e-07,4e-07,1.89e-05,4e-07,1.41e-05,1,0.0011948,0.0011948,0.0019309,0.0024826,0.0029041,0.0035351,0.0041399,0.0047008,0.0051996,0.0057239,0.0060511,0.006838,0.0073665,0.0078581,0.0084383,0.0090482,0.009409,0.0101091,0.0108951,0.0111844,0.0117701,0.0122666,0.0129724,0.0133441,0.01371,0.0141983,0.0150639,0.0154836,0.0161682,0.0162101,0.017015,0.0178224,0.0184048
1000000,2.8e-06,9e-07,2.34e-05,8e-07,1.08e-05,2,0.0022902,0.0023069,0.0022902,0.0027,0.003006,0.0034622,0.003985,0.0043773,0.0049163,0.0054527,0.0061704,0.0068037,0.0071376,0.0079109,0.0083867,0.0089869,0.0097053,0.0101252,0.0108575,0.0112645,0.0119032,0.0125776,0.0131762,0.0138251,0.0140689,0.0140585,0.0146066,0.0156138,0.0159171,0.0168537,0.0170655,0.0176888,0.0183805
1000,4.5e-06,5e-07,5.72e-05,4e-07,1.65e-05,1,0.0018287,0.0018287,0.0020907,0.0025329,0.0030236,0.0032735,0.0038604,0.00434,0.0049372,0.0053674,0.0057673,0.0064006,0.0069297,0.007601,0.0081535,0.0088726,0.0093182,0.0100345,0.0107987,0.0113683,0.0116945,0.0121222,0.0124027,0.0131553,0.0136465,0.0143756,0.0149547,0.0155018,0.0161192,0.0165625,0.0173207,0.0177267,0.0183372
10000,1.2e-06,1e-06,1.84e-05,9e-07,1.49e-05,1,0.0011357,0.0011357,0.0018069,0.0023564,0.0029992,0.0034414,0.0040349,0.0044471,0.0053586,0.0054345,0.0061064,0.0065557,0.0071842,0.0076866,0.0083831,0.008794,0.0095232,0.0099591,0.0104754,0.0108199,0.0116552,0.0119914,0.0124721,0.013193,0.0139594,0.0141208,0.0148356,0.0154101,0.0155849,0.015987,0.0163054,0.0166212,0.0173878
100000,7e-07,4e-07,1.88e-05,4e-07,1.81e-05,1,0.0010711,0.0010711,0.0015922,0.0022819,0.0027766,0.0033015,0.003874,0.0042904,0.00502,0.0055786,0.0060341,0.0064772,0.0070109,0.0074116,0.0081341,0.0085524,0.0094225,0.0098557,0.01031,0.0109077,0.0113537,0.0119818,0.0125896,0.0130592,0.0135808,0.0139004,0.0143383,0.0148559,0.0154035,0.0162704,0.0164654,0.0172838,0.0176782
1000000,4.3e-06,1.8e-06,2.3e-05,1.7e-06,1.41e-05,1,0.001903,0.001903,0.0020787,0.0025231,0.0028268,0.0031465,0.0036678,0.0041122,0.0046673,0.005131,0.0055874,0.0063029,0.006763,0.007401,0.0079297,0.0086154,0.0095533,0.0100635,0.0104838,0.0113168,0.0116921,0.0121903,0.0130621,0.0132419,0.0134881,0.0139037,0.0143652,0.0147003,0.0155808,0.016011,0.0165102,0.0173778,0.0182492
1000,5.1e-06,6e-07,6.47e-05,4e-07,1.77e-05,1,0.001954,0.001954,0.0021492,0.0026383,0.0030447,0.0035912,0.0038995,0.0044844,0.0049656,0.0057454,0.006266,0.0066249,0.0071082,0.0078552,0.0084693,0.0090954,0.0097242,0.0103032,0.010988,0.0113078,0.0118728,0.0120654,0.0126481,0.013154,0.0140272,0.014734,0.0155217,0.0158424,0.0175193,0.0204343,0.0222126,0.0212412,0.0190553
10000,1.9e-06,1.4e-06,1.94e-05,1.3e-06,1.52e-05,1,0.0010665,0.0010665,0.0018912,0.0022422,0.0029916,0.0033686,0.0038343,0.0044772,0.0048777,0.0056183,0.0061261,0.0069575,0.0076349,0.0082732,0.0089926,0.0092674,0.0098012,0.0105007,0.0113097,0.0120544,0.012575,0.0129798,0.0141305,0.0148082,0.0153891,0.0160313,0.0168927,0.0165461,0.0169364,0.017247,0.0182556,0.018184,0.0195406
100000,1.7e-06,1.1e-06,2.12e-05,1e-06,1.55e-05,1,0.0011953,0.0011953,0.0019657,0.0024425,0.0031458,0.0037108,0.0043162,0.004863,0.0054381,0.0059645,0.006509,0.0070669,0.0077637,0.0082926,0.008782,0.0095588,0.0098752,0.0105486,0.0112265,0.0119596,0.0124642,0.0131152,0.0135339,0.0137475,0.0146877,0.0157058,0.0156997,0.0162806,0.017531,0.0172412,0.017387,0.0178413,0.0185361
1000000,2.1e-06,5e-07,2.26e-05,3e-07,1.03e-05,2,0.002209,0.0022092,0.002209,0.0024486,0.0028715,0.0034796,0.0038248,0.0041845,0.0048601,0.005389,0.0059753,0.0064582,0.0074501,0.0079135,0.0086096,0.00929,0.0098859,0.010096,0.0106875,0.0110795,0.0114632,0.0120258,0.0125223,0.0129268,0.0138504,0.0145935,0.0155122,0.0157944,0.0162476,0.0166979,0.0169771,0.0173921,0.0179242
1000,6.8e-06,2e-06,7.05e-05,1.7e-06,1.87e-05,2,0.0019718,0.0020051,0.0019718,0.0024629,0.0026863,0.0033113,0.0039999,0.0042957,0.0048115,0.0053373,0.0058383,0.0064379,0.0070276,0.0075833,0.008649,0.0092812,0.0101642,0.0105219,0.0112408,0.0119377,0.0128403,0.0125977,0.0128596,0.0134161,0.0136679,0.0143403,0.0146026,0.0155786,0.0163839,0.01665,0.0166416,0.0168355,0.0176637
10000,1.4e-06,1e-06,1.83e-05,1e-06,1.42e-05,1,0.0010874,0.0010874,0.0017706,0.00226,0.0027138,0.0032587,0.0038288,0.0045205,0.0049699,0.0052407,0.0059305,0.0062645,0.0069026,0.0073042,0.0079048,0.0084291,0.0093259,0.009682,0.0104051,0.0108046,0.0116702,0.012068,0.0124736,0.0131523,0.013603,0.0140218,0.0146775,0.0150122,0.0156171,0.0161602,0.0169901,0.0173621,0.0178825
100000,8e-07,4e-07,1.92e-05,4e-07,1.42e-05,1,0.0011581,0.0011581,0.0016115,0.0022211,0.0027424,0.0032927,0.0038505,0.0044693,0.0050038,0.0053898,0.0060307,0.0066094,0.0071173,0.0076853,0.0081417,0.0088219,0.0095844,0.0101442,0.0106882,0.0113207,0.0118721,0.0119093,0.0124518,0.0128565,0.013505,0.0138024,0.0147155,0.0153024,0.0156643,0.0159128,0.016844,0.0176746,0.0182558
1000000,2.4e-06,9e-07,2.32e-05,9e-07,1.05e-05,1,0.0018247,0.0018247,0.0022568,0.002442,0.0027721,0.0033407,0.003631,0.0042794,0.0046336,0.005199,0.00579,0.0063387,0.0068466,0.0075827,0.0082096,0.0088176,0.0095401,0.0102594,0.0108327,0.0119094,0.0122815,0.0122917,0.0129656,0.0130998,0.0138198,0.0141306,0.0142799,0.0150068,0.0156409,0.0164541,0.0178339,0.0179982,0.0180043
1000,4.7e-06,5e-07,6.19e-05,4e-07,1.7e-05,1,0.0018555,0.0018555,0.0020008,0.0026186,0.0030243,0.0037238,0.0040973,0.004579,0.005164,0.0057612,0.0062303,0.0068849,0.0074634,0.007936,0.0085708,0.0094491,0.0099479,0.0104696,0.0110501,0.0115852,0.0119415,0.0122394,0.0129253,0.0134051,0.0138465,0.0145293,0.0147064,0.0150951,0.0157717,0.0164593,0.0169576,0.0171905,0.0178304
10000,6e-07,4e-07,1.77e-05,4e-07,2.32e-05,1,0.00109,0.00109,0.0018177,0.0022747,0.0029297,0.0034422,0.0040761,0.0046565,0.0052616,0.0056852,0.0061436,0.00655,0.0073016,0.0079367,0.0084521,0.0088105,0.0096008,0.0101069,0.0105252,0.0112691,0.0121328,0.0123484,0.0128468,0.0140898,0.0141455,0.014681,0.0149905,0.0156872,0.0155471,0.0163103,0.0170715,0.0179809,0.0183781
100000,2.4e-06,1.9e-06,3.09e-05,2.2e-06,2.95e-05,1,0.0011858,0.0011858,0.0018656,0.0024159,0.0030393,0.0034124,0.003933,0.0045706,0.0050635,0.0056196,0.0061999,0.0065952,0.0071905,0.0076174,0.0084534,0.008758,0.0095577,0.0103409,0.0105355,0.0111511,0.0117533,0.0123772,0.0127195,0.0132369,0.0138234,0.0140977,0.0146769,0.0149361,0.0158643,0.0164505,0.0168228,0.0173095,0.0180123
1000000,3.3e-06,6e-07,2.43e-05,5e-07,1.18e-05,1,0.0021851,0.0021851,0.0027383,0.0029784,0.0034344,0.0041021,0.0044623,0.0049322,0.0054142,0.0057742,0.0062134,0.0066053,0.0069171,0.0074213,0.0079356,0.008561,0.0093936,0.0099615,0.0105736,0.0111697,0.0119561,0.012057,0.0128147,0.0133014,0.0137156,0.0139066,0.0146053,0.0155565,0.015994,0.016773,0.01708,0.0175437,0.0179087
1000,5.1e-06,5e-07,6.54e-05,4e-07,1.16e-05,2,0.0020063,0.0021887,0.0020063,0.0023496,0.0028275,0.0034437,0.0038918,0.0044626,0.004898,0.0054415,0.0059801,0.0067163,0.0074185,0.008029,0.0083341,0.0090591,0.0096541,0.0104951,0.011039,0.0112129,0.0114907,0.0119716,0.0123396,0.0126712,0.0135236,0.0139709,0.0146998,0.0155261,0.0160274,0.0159529,0.0164053,0.01761,0.0179194
10000,1.8e-06,1.3e-06,1.87e-05,1.4e-06,2.84e-05,1,0.0011373,0.0011373,0.0017005,0.0022854,0.0027506,0.0033999,0.0040539,0.0044786,0.0049076,0.005436,0.0059165,0.0063708,0.0070885,0.0074903,0.0081737,0.0085187,0.0092397,0.0098788,0.0102692,0.0108644,0.0116003,0.0121852,0.0123213,0.013001,0.0136303,0.014424,0.0150309,0.0157254,0.0165136,0.0165705,0.0171349,0.01769,0.0185007
100000,8e-07,4e-07,1.85e-05,4e-07,1.98e-05,1,0.0011202,0.0011202,0.0016905,0.0023317,0.0028638,0.003351,0.0039366,0.0044435,0.0050283,0.0055525,0.0059088,0.0065568,0.0070277,0.0075798,0.0085032,0.0088413,0.0097723,0.0109187,0.0123592,0.0134041,0.0143436,0.0136377,0.0131042,0.0129122,0.0135851,0.0137132,0.0149404,0.0154588,0.0158303,0.0160638,0.0166657,0.0172621,0.0181675
1000000,3.6e-06,1.3e-06,2.33e-05,1.3e-06,1.11e-05,1,0.0021448,0.0021448,0.0022838,0.0025003,0.0030268,0.0035603,0.0038245,0.0043352,0.0049432,0.0053577,0.005834,0.0064751,0.0069102,0.0077277,0.0081741,0.009119,0.0094641,0.0101348,0.0106027,0.011306,0.0115826,0.0120835,0.0126168,0.0131433,0.0137967,0.01436,0.0149017,0.0153016,0.015638,0.0161617,0.0166787,0.0179622,0.0183446
1000,6.2e-06,1.8e-06,6.81e-05,1.9e-06,1.88e-05,1,0.0017648,0.0017648,0.0021302,0.0025322,0.0029698,0.0034069,0.0037843,0.004551,0.0048971,0.0056981,0.006236,0.0065544,0.0072609,0.0079441,0.0086808,0.0093006,0.0100103,0.0104911,0.0113965,0.0115509,0.0116818,0.0121509,0.0126702,0.0132753,0.0135879,0.0142014,0.0149972,0.0154916,0.0161323,0.0168328,0.0171324,0.0174921,0.0180679
10000,1.4e-06,9e-07,1.84e-05,1e-06,2.14e-05,1,0.0010603,0.0010603,0.0018175,0.0023407,0.0029604,0.0035587,0.0040259,0.0046695,0.0050461,0.0055911,0.0060543,0.0066815,0.0069741,0.0075902,0.0081451,0.0085936,0.0093957,0.0096886,0.010503,0.0108788,0.0116757,0.0122238,0.0128798,0.0134091,0.0140606,0.0148838,0.0154484,0.0156318,0.0161206,0.0163573,0.0169571,0.0174202,0.0181099
100000,1.4e-06,1e-06,1.77e-05,9e-07,2.48e-05,1,0.0010892,0.0010892,0.0017364,0.0022786,0.0028649,0.0034198,0.0040237,0.0046209,0.0051845,0.0057157,0.0060891,0.0065567,0.0074094,0.0077954,0.0079293,0.0088456,0.009436,0.0101236,0.0103582,0.0110018,0.0118266,0.0121665,0.0125971,0.0131991,0.0138146,0.0142731,0.0147268,0.0154381,0.0162099,0.016876,0.0173462,0.0177634,0.0180849
1000000,3.8e-06,1.3e-06,2.36e-05,1.3e-06,1.11e-05,1,0.0019985,0.0019985,0.0020287,0.0023164,0.0030166,0.0034732,0.0040001,0.004347,0.0048496,0.0054615,0.0060236,0.0066499,0.0071949,0.0080251,0.0085021,0.0090403,0.0097069,0.010246,0.0107758,0.0108019,0.01156,0.0120033,0.012733,0.0133399,0.0142251,0.0147371,0.0155646,0.0158003,0.0166031,0.0169707,0.0166386,0.0176125,0.0182682
1000,6.1e-06,1.4e-06,8.51e-05,1.3e-06,1.95e-05,2,0.0018227,0.0020217,0.0018227,0.0024839,0.0029304,0.003595,0.0038007,0.0043562,0.0049998,0.0054686,0.0059948,0.006614,0.0071737,0.0079643,0.0086992,0.0091215,0.0101358,0.010497,0.0110998,0.011451,0.0119863,0.0121029,0.0127091,0.0131464,0.0135195,0.0142984,0.0146091,0.0153201,0.016176,0.0164045,0.016718,0.0172355,0.0176392
10000,6e-07,5e-07,1.77e-05,5e-07,1.37e-05,1,0.0010662,0.0010662,0.0016266,0.0021808,0.0027827,0.0032602,0.0040159,0.0043498,0.0049683,0.0055363,0.0058006,0.006575,0.0070588,0.0076131,0.0081042,0.0086099,0.0094088,0.0099842,0.0105019,0.0111037,0.0115929,0.0120979,0.0128267,0.0134876,0.0138181,0.0143249,0.014774,0.0149143,0.0155604,0.0159336,0.0163822,0.0172624,0.0175334
100000,1.5e-06,1e-06,1.86e-05,9e-07,6.77e-05,1,0.001165,0.001165,0.0018155,0.0023276,0.002882,0.0033574,0.0039421,0.0045001,0.0051069,0.0055707,0.0060747,0.0064653,0.0071353,0.0076277,0.0081465,0.0085563,0.0091258,0.0098551,0.0102953,0.0111124,0.0116648,0.012205,0.0125335,0.0131779,0.0135278,0.0141019,0.0148319,0.0153987,0.0154074,0.0161006,0.0169259,0.0177598,0.0182329
1000000,2.2e-06,5e-07,2.46e-05,4e-07,1.09e-05,1,0.0019376,0.0019376,0.0026199,0.0026512,0.0028403,0.0031691,0.0037049,0.0042462,0.0048184,0.0053834,0.005967,0.0062576,0.0071623,0.0079072,0.0090144,0.0091701,0.009899,0.0105252,0.0110376,0.0115233,0.0116731,0.0119694,0.0122319,0.0130754,0.0133434,0.0137193,0.0147215,0.0154901,0.0158677,0.0159023,0.016732,0.0172941,0.0179934
1000,8.6e-06,2.6e-06,8.12e-05,2.5e-06,2.6e-05,2,0.0019159,0.0019725,0.0019159,0.0024156,0.0029374,0.0035059,0.0040563,0.0046055,0.0051286,0.0055743,0.0060746,0.0068608,0.0072008,0.0079448,0.008516,0.0092233,0.0099461,0.010149,0.0112289,0.0115404,0.0120186,0.012313,0.0127028,0.0131196,0.0137943,0.014254,0.0148877,0.0151866,0.0159187,0.0165688,0.0169583,0.0174029,0.0185584
10000,1.8e-06,1.5e-06,1.93e-05,1.4e-06,2.13e-05,1,0.0011206,0.0011206,0.0018244,0.0024869,0.003108,0.003611,0.0042038,0.0046806,0.0054041,0.005818,0.0064995,0.0067113,0.0070436,0.0078418,0.0083337,0.0089712,0.0095298,0.0100974,0.0104871,0.0110995,0.0119274,0.0122454,0.0126833,0.0133838,0.0141455,0.0149126,0.0154021,0.0154816,0.0158679,0.0160521,0.0170292,0.0173023,0.0180071
100000,1.3e-06,1e-06,1.91e-05,1e-06,1.43e-05,1,0.0011072,0.0011072,0.00183,0.0023187,0.0029712,0.0035224,0.0041372,0.0046291,0.0051265,0.0055448,0.0061037,0.0065768,0.0072463,0.0077932,0.0082868,0.0089137,0.0094404,0.0100208,0.0109837,0.0116944,0.0121122,0.0126045,0.0130279,0.0136561,0.0142301,0.0149187,0.0149201,0.0152988,0.0157882,0.0163849,0.0168741,0.017597,0.0176727
1000000,1.9e-06,5e-07,2.21e-05,4e-07,1.04e-05,1,0.0019653,0.0019653,0.0020288,0.0026113,0.002758,0.0033106,0.0038288,0.0043023,0.0047872,0.0053731,0.005905,0.0065009,0.0072242,0.0080216,0.008572,0.009384,0.0099556,0.0105244,0.0113395,0.0119194,0.0123005,0.0128974,0.0133313,0.0140383,0.0143057,0.01455,0.0151921,0.0154482,0.0161438,0.0169133,0.0173667,0.0177539,0.0184663
1000,5.2e-06,5e-07,6.48e-05,4e-07,1.8e-05,2,0.0019888,0.0020294,0.0019888,0.0025222,0.0028332,0.0032932,0.0036864,0.0044844,0.0048468,0.0054995,0.0059634,0.0063647,0.0070107,0.0074529,0.0082647,0.0090524,0.0095153,0.0104831,0.011157,0.0115956,0.0118903,0.0122174,0.012629,0.0129328,0.0136762,0.0139763,0.0145846,0.0149669,0.0159912,0.0164823,0.0171834,0.0173184,0.0181839
10000,6e-07,5e-07,1.81e-05,4e-07,1.35e-05,1,0.0010914,0.0010914,0.0016422,0.002221,0.0028263,0.0033227,0.0040292,0.0043661,0.0049943,0.0056951,0.0059334,0.0063844,0.0069605,0.0076098,0.0079242,0.0087505,0.009379,0.0099443,0.0104693,0.0112762,0.0119742,0.0127196,0.0130617,0.0138152,0.0141353,0.0141715,0.0147442,0.0151231,0.0158489,0.0163027,0.0171732,0.0177223,0.0183476
100000,7e-07,6e-07,1.93e-05,5e-07,1.39e-05,1,0.0011922,0.0011922,0.0017016,0.0023416,0.0030681,0.00366,0.0039255,0.0045676,0.0050933,0.0055187,0.0061082,0.0065545,0.0069577,0.0076675,0.0081631,0.0087481,0.0094589,0.0099819,0.010527,0.0109476,0.0119159,0.0120788,0.0126284,0.0133526,0.0138463,0.0145178,0.0147525,0.015549,0.0164612,0.016688,0.0171746,0.0176636,0.0182062
1000000,2.6e-06,1.5e-06,2.44e-05,1.3e-06,1.14e-05,1,0.0018951,0.0018951,0.0021287,0.0025781,0.0029136,0.0034644,0.00375,0.0041801,0.0046482,0.0051429,0.0058694,0.0064048,0.0068273,0.0073378,0.0082229,0.0086975,0.0093663,0.0099899,0.0105081,0.0112026,0.0114144,0.0118829,0.01225,0.0128067,0.0135386,0.0139904,0.0144624,0.0149366,0.0159891,0.0160819,0.0167289,0.0172385,0.0176641
1000,6.3e-06,1e-06,6.58e-05,9e-07,1.84e-05,2,0.0020069,0.0020214,0.0020069,0.0026502,0.0028966,0.0035281,0.0040902,0.0045635,0.0051771,0.0056206,0.0061923,0.0065897,0.0072434,0.007893,0.0083717,0.0090841,0.009512,0.0102854,0.0108128,0.0112179,0.0120426,0.0124846,0.0131263,0.0135203,0.0141947,0.0158764,0.0180348,0.0201396,0.0201175,0.0199549,0.019254,0.0183288,0.0192761
10000,9e-07,5e-07,2e-05,5e-07,3.62e-05,1,0.0014212,0.0014212,0.0020044,0.002665,0.0032799,0.003923,0.0043649,0.0050786,0.005731,0.0061763,0.0067738,0.0074726,0.0080221,0.0086486,0.0094844,0.009736,0.0103258,0.010967,0.0119296,0.012084,0.0128352,0.0136402,0.0149546,0.0150507,0.0156164,0.016278,0.016682,0.0168453,0.0175119,0.0180191,0.0187178,0.0191133,0.0200852
100000,9e-07,6e-07,2.01e-05,5e-07,3.84e-05,1,0.0014337,0.0014337,0.0020584,0.002692,0.0033204,0.0038868,0.0044581,0.005224,0.0057651,0.006148,0.0068709,0.007577,0.0081389,0.0087002,0.0090252,0.0093659,0.0093732,0.0095961,0.0102692,0.0107279,0.0114434,0.0127462,0.0138016,0.0139045,0.0146712,0.0144589,0.0148402,0.0158907,0.016096,0.0161482,0.0168389,0.0174604,0.0188712
1000000,2.3e-06,5e-07,2.22e-05,4e-07,1.03e-05,1,0.0018443,0.0018443,0.0022492,0.0026281,0.0028394,0.0034486,0.0040375,0.0043582,0.0049677,0.0053505,0.0058971,0.006342,0.0070969,0.0076912,0.008418,0.008876,0.0096381,0.0103633,0.0110712,0.0113253,0.0118996,0.0120053,0.0127575,0.0132291,0.0139655,0.0151939,0.0154163,0.0156571,0.0158959,0.0162123,0.0168392,0.0175069,0.0185335
1000,5.4e-06,1.3e-06,6.22e-05,1.6e-06,1.97e-05,1,0.0017004,0.0017004,0.0020906,0.002412,0.0028314,0.0032392,0.0037371,0.0043463,0.0047418,0.0052068,0.0056594,0.0062974,0.0069615,0.0075503,0.008335,0.008865,0.0095547,0.01025,0.010814,0.0116955,0.0121686,0.0124847,0.0126274,0.0129338,0.0134449,0.0139494,0.0146864,0.0149342,0.0156829,0.0164291,0.0169348,0.0169839,0.0177815
10000,2.2e-06,1.8e-06,1.91e-05,1.9e-06,2.97e-05,1,0.0011093,0.0011093,0.0016568,0.002314,0.0027949,0.0032905,0.0038309,0.004439,0.0049635,0.0054177,0.0058306,0.006452,0.0069451,0.0075933,0.008243,0.0086823,0.0093184,0.0096753,0.0104088,0.0110354,0.0117271,0.0121511,0.0126015,0.0131174,0.0135593,0.0141054,0.0145384,0.0150883,0.0155129,0.0162609,0.0166806,0.0172247,0.0177898
100000,8e-07,5e-07,1.68e-05,4e-07,1.77e-05,1,0.0012035,0.0012035,0.0017183,0.0022494,0.00275,0.0033126,0.003925,0.0043957,0.0049578,0.0053318,0.0059815,0.0063771,0.0069769,0.0075357,0.0083429,0.0087015,0.0095431,0.0104427,0.0108277,0.0116283,0.0119528,0.0124874,0.0125951,0.0127297,0.0135727,0.0136106,0.0144413,0.0153364,0.0159279,0.0164263,0.017062,0.0173516,0.0177963
1000000,1.6e-06,4e-07,2.19e-05,4e-07,1.03e-05,2,0.0020909,0.0021535,0.0020909,0.0022694,0.0027025,0.0032379,0.0035626,0.0042113,0.0047632,0.0051666,0.0058646,0.0061517,0.0067564,0.0073851,0.0080804,0.0087885,0.0093783,0.0101059,0.0105721,0.0114958,0.0116486,0.012062,0.0123557,0.0129664,0.0135248,0.0141133,0.0144813,0.0150161,0.0157099,0.0166254,0.0168063,0.0177192,0.0181201
1000,5.3e-06,5e-07,6.6e-05,4e-07,1.77e-05,1,0.0019857,0.0019857,0.0020585,0.0026027,0.0030469,0.0034405,0.0041374,0.0049564,0.0055645,0.0064357,0.0070063,0.007774,0.0083218,0.0091154,0.0094882,0.0100931,0.0105441,0.0111464,0.0118796,0.0114039,0.0115278,0.011849,0.0122172,0.0129257,0.0136722,0.0145357,0.0151535,0.0156212,0.0161374,0.0168947,0.0171531,0.0177156,0.0183808
10000,8e-07,5e-07,1.78e-05,5e-07,2.36e-05,1,0.0011727,0.0011727,0.0018376,0.0024151,0.0029128,0.0034936,0.0040319,0.0046056,0.005105,0.0054712,0.0060824,0.0065691,0.0072903,0.0077256,0.0082391,0.0089472,0.0093893,0.0100553,0.0109129,0.0112592,0.0116914,0.0121592,0.0126064,0.0133151,0.0140818,0.0145204,0.0150893,0.0155499,0.0160993,0.0170985,0.0172185,0.0189405,0.0197385
100000,6e-07,8e-07,1.91e-05,4e-07,1.43e-05,1,0.0011593,0.0011593,0.0020029,0.0024541,0.003015,0.0036317,0.0040738,0.0046746,0.005077,0.0055968,0.0061465,0.0064855,0.0069785,0.0075811,0.008236,0.0088555,0.009328,0.0097793,0.0106848,0.0111197,0.0117978,0.0123359,0.0127596,0.0133967,0.0139659,0.0143395,0.0145126,0.0149985,0.0157946,0.0163685,0.0170179,0.017424,0.0182483
1000000,3.1e-06,9e-07,2.26e-05,9e-07,1.08e-05,1,0.0018654,0.0018654,0.0021339,0.0025735,0.003068,0.0035309,0.0039966,0.0043184,0.0048837,0.0053031,0.005905,0.0066928,0.0071652,0.0077561,0.0085668,0.0092616,0.0096904,0.0105457,0.0111401,0.0114372,0.0119438,0.0125211,0.0128861,0.0135886,0.0137681,0.0141049,0.0151322,0.0157077,0.0164141,0.0164902,0.0171363,0.0177642,0.0184895
1000,6.1e-06,1.4e-06,6.62e-05,1.3e-06,1.81e-05,1,0.0016516,0.0016516,0.0019029,0.0024945,0.0029943,0.0033734,0.0040149,0.0042787,0.0047943,0.0054858,0.0058762,0.0064115,0.0071073,0.0076626,0.0081949,0.0087735,0.0096324,0.0101512,0.0105314,0.0112772,0.0117378,0.0121428,0.0127195,0.0132609,0.013723,0.0141362,0.0146442,0.0152871,0.0159196,0.0163614,0.0169168,0.0171035,0.0180425
10000,7e-07,4e-07,1.79e-05,4e-07,1.94e-05,1,0.0010955,0.0010955,0.0017399,0.0023218,0.002887,0.0035023,0.004064,0.0044941,0.0054293,0.0055971,0.0061151,0.0066511,0.0073303,0.007736,0.0086807,0.0090014,0.009642,0.0101542,0.0106446,0.011161,0.011405,0.0119991,0.0125266,0.0129872,0.0137489,0.0145167,0.0153071,0.0159731,0.0160274,0.0166664,0.0173547,0.0174889,0.0179974
100000,8e-07,5e-07,1.85e-05,4e-07,1.96e-05,1,0.0011059,0.0011059,0.0017376,0.0022426,0.0028317,0.0034828,0.0039962,0.0045595,0.0050583,0.0055893,0.0059048,0.00653,0.0069785,0.0077498,0.0081432,0.0087845,0.009573,0.0098953,0.0104644,0.0110282,0.0114381,0.011922,0.0123766,0.0129092,0.0134991,0.0141744,0.014563,0.0151784,0.0156567,0.0160741,0.0169645,0.0176885,0.0182724
1000000,2.2e-06,5e-07,1.99e-05,4e-07,1.12e-05,1,0.0016827,0.0016827,0.0019612,0.002526,0.0028656,0.0031992,0.0037913,0.0041791,0.0048221,0.005186,0.0055479,0.006234,0.0066452,0.0072568,0.0081148,0.0086656,0.0093863,0.0098907,0.0106227,0.0111383,0.0114791,0.0121593,0.0125943,0.0129382,0.0136314,0.0142583,0.0144645,0.0152214,0.0158298,0.0161638,0.0164812,0.017442,0.017713
1000,5.1e-06,5e-07,6.63e-05,4e-07,1.96e-05,2,0.001958,0.0020632,0.001958,0.0023224,0.002799,0.0035178,0.0038485,0.0043766,0.004915,0.0056634,0.0061254,0.0067623,0.0074032,0.0080335,0.0087647,0.009173,0.0099646,0.0108102,0.0114509,0.0117296,0.0121576,0.0123411,0.0126709,0.0132127,0.0137837,0.0144141,0.0153294,0.0155255,0.0162505,0.0170106,0.0176103,0.0178581,0.0184648
10000,7e-07,4e-07,1.81e-05,4e-07,1.45e-05,1,0.0011424,0.0011424,0.0017517,0.0024362,0.0029369,0.0034187,0.0040561,0.0045403,0.0050152,0.0055838,0.0061445,0.0066531,0.0072269,0.0078271,0.0083606,0.0090427,0.0094492,0.0101213,0.0108634,0.0111831,0.0120893,0.012508,0.0130033,0.0134856,0.0140332,0.0143654,0.0146596,0.0153154,0.0160603,0.0165537,0.0171309,0.0183161,0.0187889
100000,9e-07,4e-07,1.94e-05,5e-07,2.74e-05,1,0.001148,0.001148,0.0018959,0.0023671,0.0029703,0.0034683,0.004162,0.0047605,0.0050607,0.0056918,0.0060952,0.0067464,0.0071768,0.0078019,0.0082876,0.0089643,0.0094743,0.0101219,0.0111878,0.0115791,0.0117134,0.0120363,0.012317,0.0129992,0.0135639,0.0142606,0.0148855,0.0155282,0.0164418,0.0165332,0.017126,0.0178656,0.0181771
1000000,2.4e-06,9e-07,2.3e-05,9e-07,1.04e-05,2,0.0022753,0.0022812,0.0022753,0.0025292,0.0028602,0.0035268,0.0039018,0.0043996,0.0049743,0.0054459,0.0058735,0.0064203,0.0069111,0.0077847,0.0083166,0.0089264,0.0096441,0.0102282,0.0110119,0.0116506,0.0124714,0.0127206,0.0136696,0.0136396,0.0140165,0.0147935,0.014849,0.0152253,0.015678,0.0164871,0.0169993,0.0176277,0.0183889
1000,4.8e-06,5e-07,6.85e-05,4e-07,2e-05,1,0.0018081,0.0018081,0.0020663,0.0023944,0.0027814,0.0032462,0.0038946,0.0044078,0.0048681,0.0052758,0.0060404,0.0062882,0.0070973,0.0073586,0.0081992,0.0089421,0.00945,0.0100854,0.0110375,0.0116059,0.0118946,0.0119516,0.0124681,0.0130756,0.0135467,0.0142205,0.0150027,0.0153654,0.0156863,0.0161041,0.0170143,0.0169723,0.0180643
