length,no_policy,seq,parallel,unseq,par_unseq,best_K,best_time,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19,K20,K21,K22,K23,K24,K25,K26,K27,K28,K29,K30,K31,K32
10000,0.0038666,0.0037998,0.0016464,0.0037106,0.0013705,5,0.0036395,0.0062721,0.0047993,0.0041789,0.0037845,0.0036395,0.0039206,0.0044536,0.0052204,0.0056811,0.0064195,0.0076585,0.0083579,0.0085997,0.0099276,0.0104918,0.0113809,0.0122249,0.0121117,0.0117339,0.0122605,0.0129901,0.0129684,0.013224,0.0137054,0.0146618,0.015421,0.0157493,0.0166497,0.017035,0.0170299,0.0179798,0.0182167
100000,0.034757,0.0339186,0.0053209,0.0355379,0.0049437,7,0.0105087,0.0410193,0.0256776,0.0193573,0.0149066,0.0128456,0.0117161,0.0105087,0.0108552,0.0140395,0.0143786,0.0139364,0.0138007,0.0134658,0.0133562,0.0129129,0.0131167,0.0139905,0.0138596,0.0147432,0.0151261,0.0155543,0.0159052,0.0161513,0.0166383,0.0179434,0.0183279,0.0181869,0.0187579,0.0191778,0.0195332,0.0205214,0.0212599
1000000,0.3323106,0.3309655,0.0408965,0.3353104,0.0407145,16,0.0702178,0.3617684,0.1879558,0.1345741,0.1076661,0.0921727,0.0870327,0.0795984,0.0723467,0.085812,0.0813852,0.0781295,0.0758742,0.0731227,0.0712537,0.0718062,0.0702178,0.0732658,0.0736313,0.0734103,0.0774872,0.0834796,0.0800474,0.0772801,0.0796946,0.0794585,0.0809193,0.0807241,0.0771284,0.0804145,0.0794522,0.0809052,0.0800219
1000,0.0004708,0.0004657,0.0006159,0.0004268,0.0006866,2,0.0020547,0.0023788,0.0020547,0.0028848,0.0033536,0.003872,0.0040279,0.0047008,0.0051707,0.005633,0.0058767,0.0063479,0.0068749,0.0073603,0.0079753,0.0085421,0.0093417,0.0099663,0.0104928,0.0112832,0.0119211,0.0124448,0.0127806,0.0135112,0.0144173,0.0144427,0.0147236,0.0147142,0.0156057,0.0159767,0.0165721,0.0169952,0.0174448
10000,0.0036988,0.0036184,0.0014862,0.0034326,0.0014758,5,0.0036542,0.0067358,0.0046551,0.0040146,0.003682,0.0036542,0.0038564,0.0043375,0.0047562,0.0055052,0.0057646,0.0066073,0.0072505,0.0080613,0.0090251,0.0099727,0.0100568,0.0108116,0.0109944,0.0112204,0.0113577,0.012246,0.0125068,0.0130829,0.0137373,0.0147791,0.0151715,0.0157346,0.0161189,0.016736,0.0169951,0.0175269,0.0182802
100000,0.0318434,0.0311878,0.0050221,0.0316043,0.0048445,7,0.0099379,0.0400997,0.0249877,0.019232,0.0149525,0.0130715,0.0106032,0.0099379,0.0103594,0.0140839,0.014115,0.013888,0.0135362,0.0126431,0.0130656,0.0131893,0.013262,0.0140107,0.0139246,0.0146823,0.0153923,0.016053,0.0164755,0.0164721,0.0174043,0.0179839,0.017876,0.0188392,0.0196703,0.020646,0.0209087,0.0216,0.0213453
1000000,0.3176026,0.3136639,0.0369526,0.322249,0.0372385,16,0.0698992,0.3623413,0.1900002,0.1331716,0.1103335,0.0973127,0.0880009,0.0768205,0.0716103,0.0852573,0.0827153,0.0784956,0.0750252,0.0729354,0.0729982,0.0710278,0.0698992,0.0732756,0.0728194,0.0759871,0.0794651,0.0853497,0.0847963,0.0829212,0.083411,0.088796,0.0858794,0.0820181,0.0815438,0.083506,0.0849319,0.0851064,0.0838095
1000,0.0004808,0.0004631,0.0005536,0.0004267,0.000516,2,0.0022158,0.002551,0.0022158,0.0027869,0.0034719,0.0039244,0.0040009,0.0045291,0.0051327,0.0053904,0.0060683,0.0063667,0.0068854,0.007849,0.0086577,0.0104063,0.0111715,0.0123209,0.0124383,0.0129987,0.0134989,0.0137306,0.0149601,0.014711,0.0144747,0.0151047,0.0151189,0.0162021,0.0161373,0.017385,0.0173004,0.0185656,0.019889
10000,0.0046825,0.0047786,0.0016992,0.00445,0.0015486,5,0.0046088,0.0075048,0.0057706,0.0053069,0.0046446,0.0046088,0.0052871,0.0062566,0.006529,0.0066459,0.0067019,0.0068805,0.0076358,0.0077164,0.008393,0.0088077,0.0099315,0.0106707,0.0109842,0.011776,0.0125023,0.0130135,0.0135225,0.0139697,0.0142764,0.014931,0.0151442,0.0156023,0.0161564,0.0168334,0.0174665,0.0179477,0.0185555
100000,0.0341717,0.0339462,0.0052869,0.0336302,0.0050201,7,0.011131,0.0411404,0.025629,0.0187991,0.0155228,0.013151,0.0120985,0.011131,0.0111348,0.0134915,0.0142538,0.0144499,0.0140134,0.0127328,0.0130306,0.0126981,0.0133305,0.0140112,0.014505,0.0149199,0.0155124,0.0155883,0.0158169,0.0162738,0.0173563,0.0179084,0.0185894,0.0188146,0.0190086,0.0202,0.0202266,0.0206692,0.021269
1000000,0.3346929,0.3252118,0.0407597,0.3676722,0.0443032,13,0.0735621,0.3699641,0.1847762,0.1340349,0.1105286,0.0935146,0.0865162,0.0760853,0.0736953,0.0871911,0.0835459,0.0785701,0.0763546,0.0735621,0.0755418,0.0747051,0.0799708,0.0779568,0.0798258,0.0816858,0.0805026,0.082724,0.0811877,0.083729,0.0785477,0.0816759,0.0772257,0.0740171,0.0761493,0.0759554,0.074449,0.0749979,0.075365
1000,0.0004359,0.0004144,0.0006511,0.0004471,0.000468,2,0.0021759,0.0022936,0.0021759,0.0027408,0.0030696,0.0036252,0.0040916,0.0044011,0.0047437,0.0053423,0.005587,0.0060606,0.0066795,0.0071847,0.0079826,0.0082728,0.0089999,0.00975,0.0104163,0.0111031,0.0112709,0.01177,0.0122643,0.0130685,0.0129478,0.0141125,0.0141523,0.0145283,0.0150404,0.015755,0.0162144,0.0172944,0.0179336
10000,0.0038287,0.0037281,0.0015877,0.0036108,0.0014811,5,0.0035212,0.0062903,0.0047942,0.0040284,0.0037558,0.0035212,0.0037456,0.0042103,0.0049078,0.0054015,0.0057981,0.0065682,0.0073373,0.0083799,0.0091485,0.0101356,0.0108708,0.0112748,0.0119649,0.0119176,0.0125945,0.0130174,0.0132344,0.0146081,0.0154343,0.0157676,0.0165433,0.0162624,0.0164107,0.0165069,0.0170026,0.0177358,0.0182227
100000,0.0338569,0.0323186,0.0049659,0.0327502,0.0049143,7,0.0102611,0.0406761,0.0243884,0.0194412,0.0155699,0.0121856,0.0107824,0.0102611,0.0105887,0.013864,0.0140653,0.0135587,0.0131071,0.0132795,0.0128982,0.0132568,0.0134356,0.0136083,0.0142233,0.0145283,0.0153762,0.0157696,0.0161309,0.0167828,0.0172875,0.0170566,0.0179917,0.0179277,0.019409,0.0194751,0.0206431,0.0212696,0.0216051
1000000,0.3064554,0.3058852,0.0367626,0.3220702,0.0381709,16,0.0694818,0.3727452,0.1899094,0.1351754,0.1113743,0.0934525,0.0844767,0.0796443,0.0752207,0.0836477,0.081919,0.078256,0.0750899,0.0737504,0.0709722,0.071899,0.0694818,0.0735533,0.0726434,0.0729428,0.0743268,0.0762915,0.0814007,0.0823329,0.081025,0.07528,0.075638,0.0743912,0.0749096,0.0771736,0.0749194,0.0747928,0.0761582
1000,0.0004694,0.0004439,0.0006045,0.0004439,0.0006177,2,0.0020754,0.0024199,0.0020754,0.0025193,0.0031712,0.0036126,0.0039811,0.0043261,0.0047944,0.0053323,0.0057549,0.0062372,0.0070397,0.0071978,0.0079408,0.0086369,0.0095558,0.0102293,0.0109798,0.0113363,0.0117869,0.0120084,0.0125198,0.0128169,0.0132783,0.0137897,0.0143108,0.0147858,0.0153779,0.0159143,0.0168994,0.0176793,0.0178855
10000,0.0039793,0.0038711,0.0017194,0.0037192,0.0014038,4,0.0034595,0.006087,0.0045744,0.0040577,0.0034595,0.0035107,0.0039672,0.0042699,0.0048541,0.0055084,0.0060588,0.0068153,0.0073742,0.0083918,0.0095561,0.0104089,0.01071,0.0117586,0.0119041,0.0121864,0.0123666,0.0124962,0.0131729,0.0137535,0.014322,0.0150145,0.0154088,0.0160245,0.016705,0.0172803,0.0174147,0.0178036,0.0182
100000,0.0334072,0.0339101,0.0051607,0.0406156,0.0061498,7,0.0097672,0.0461835,0.0249973,0.0192926,0.0159059,0.0136753,0.0109704,0.0097672,0.0103134,0.0135528,0.0141257,0.0145194,0.0139563,0.014101,0.0132653,0.0135733,0.0137156,0.013799,0.0141488,0.014397,0.0154116,0.0157648,0.0163331,0.0167084,0.0174518,0.0174606,0.018159,0.0185491,0.019197,0.0196538,0.0201415,0.0211156,0.0213141
1000000,0.3160338,0.3044655,0.0373101,0.3218142,0.0376071,16,0.0696089,0.3728554,0.184749,0.1341766,0.1105907,0.0924388,0.0890479,0.0958116,0.1007796,0.088367,0.0848723,0.0815317,0.0838037,0.083294,0.0764769,0.073112,0.0696089,0.0732862,0.0734338,0.0759786,0.0736741,0.0780337,0.0782573,0.0769805,0.0755236,0.0763644,0.0765382,0.0753289,0.0766621,0.0755135,0.0759093,0.0746477,0.075564
1000,0.0004541,0.0004391,0.0006162,0.0004428,0.000458,2,0.0019679,0.0022908,0.0019679,0.0024983,0.0030859,0.0035222,0.0038197,0.0042393,0.0048364,0.0051489,0.0056129,0.0060647,0.0066181,0.0072167,0.0075325,0.0079817,0.008675,0.0096589,0.0104134,0.0107345,0.0113795,0.0117411,0.01231,0.0126051,0.0127612,0.0134543,0.0140179,0.0151735,0.0152115,0.0155323,0.0162136,0.0165659,0.0170732
10000,0.0037883,0.0036913,0.0014342,0.0036883,0.0015132,5,0.0034912,0.0063067,0.0042773,0.0035383,0.0035123,0.0034912,0.0036803,0.0042811,0.0049031,0.0053187,0.0060281,0.006305,0.007415,0.008431,0.0092176,0.0096661,0.0107776,0.0109663,0.0117459,0.0119041,0.0123637,0.0126696,0.0128427,0.0132519,0.0139538,0.0146542,0.0155944,0.0170862,0.0183102,0.0177436,0.0180757,0.0178108,0.0183298
100000,0.0341283,0.0339055,0.0050604,0.0324369,0.0046549,6,0.0101722,0.0407072,0.0236469,0.0194466,0.0155214,0.0130277,0.0101722,0.0102724,0.0103754,0.0133594,0.0143164,0.0136632,0.0133255,0.0129852,0.0128974,0.0130136,0.0132509,0.0135569,0.0143797,0.0145131,0.0155548,0.0156926,0.0165222,0.0167231,0.0170785,0.0175671,0.0179452,0.018676,0.0192469,0.0197157,0.0201448,0.0203254,0.0211654
1000000,0.3160386,0.3128876,0.0374013,0.3361746,0.0400317,16,0.0686522,0.3674492,0.1893155,0.1356447,0.1103305,0.094171,0.0839003,0.0779247,0.0741987,0.0876308,0.0820445,0.0804204,0.0747882,0.0752034,0.0724898,0.0716465,0.0686522,0.0719745,0.0726822,0.0744539,0.0760837,0.0764678,0.0774158,0.0772309,0.0777419,0.0758622,0.0751547,0.0749572,0.0742814,0.075446,0.0747733,0.0749397,0.0744629
1000,0.0004581,0.0004367,0.0005746,0.0004328,0.0003881,2,0.0022181,0.0022265,0.0022181,0.0026729,0.0032441,0.0034967,0.0039245,0.0045148,0.0047789,0.0053757,0.0058778,0.0062113,0.0068627,0.0073772,0.0080345,0.0087678,0.0090309,0.0095279,0.010377,0.0108947,0.0112187,0.0117908,0.012159,0.012706,0.0130479,0.0136089,0.0141324,0.0147478,0.0153794,0.0156523,0.0164423,0.0174195,0.0181014
10000,0.0040748,0.0038065,0.001512,0.0036534,0.0016361,5,0.0033896,0.0060352,0.0046947,0.0038922,0.0036641,0.0033896,0.0036875,0.0043137,0.0048281,0.0054514,0.0059363,0.0069076,0.0072171,0.0081875,0.0093031,0.0101835,0.0109393,0.0116033,0.0118915,0.0124186,0.012701,0.0128874,0.0131912,0.0138953,0.0139735,0.0147843,0.0156112,0.0162728,0.0162872,0.0173336,0.0176522,0.0179928,0.0183775
100000,0.0465011,0.046054,0.0060373,0.0336441,0.0047021,6,0.0111497,0.0412444,0.0255937,0.018904,0.0152971,0.0126647,0.0111497,0.0114729,0.0167531,0.0159911,0.0149688,0.0136032,0.0127504,0.0124629,0.012843,0.0128189,0.0140159,0.0141449,0.0146463,0.0147281,0.0151337,0.015844,0.0162704,0.0164992,0.0169379,0.0176936,0.019118,0.0198983,0.0197481,0.0191264,0.0198837,0.0205325,0.0205705
1000000,0.334333,0.3250415,0.040926,0.3395077,0.0415619,15,0.0698606,0.3940264,0.2138842,0.1502724,0.1123401,0.0946469,0.0848519,0.0804593,0.0753053,0.0859932,0.0819488,0.0791109,0.0758307,0.0765377,0.0724326,0.0698606,0.0706723,0.0732748,0.0722352,0.0720563,0.075233,0.0780815,0.0766542,0.0772869,0.0758183,0.0761987,0.0788111,0.0814381,0.0774658,0.0753725,0.074861,0.0740221,0.0766142
1000,0.0004693,0.0004512,0.0005444,0.000451,0.0005177,2,0.0019805,0.0024768,0.0019805,0.0027044,0.0031767,0.0036038,0.0038974,0.0044454,0.0047742,0.0053552,0.0058065,0.0061976,0.0065013,0.0070581,0.0076864,0.008408,0.0092302,0.0099913,0.0111385,0.0114373,0.0118195,0.0124878,0.0131806,0.0138161,0.0136133,0.0140279,0.0141648,0.0145375,0.0150275,0.015667,0.0160375,0.016934,0.0174693
10000,0.003844,0.003682,0.0017057,0.0035671,0.0013521,4,0.0034771,0.0057868,0.0046442,0.0038132,0.0034771,0.0035933,0.0037982,0.0043709,0.0048156,0.0054204,0.0057898,0.0065309,0.0075596,0.0085917,0.0093098,0.0104337,0.0109244,0.0116027,0.0119398,0.0124131,0.0127294,0.0130244,0.0133733,0.0135969,0.0136106,0.014253,0.0150964,0.0156756,0.016213,0.0167628,0.0179674,0.0177046,0.017856
100000,0.0341641,0.0301972,0.0050521,0.0325624,0.0049455,7,0.0101292,0.0410207,0.0250081,0.019096,0.0154149,0.0128104,0.0108182,0.0101292,0.0105894,0.0137815,0.0143304,0.0140177,0.0133356,0.0132544,0.0131885,0.0133659,0.0133971,0.0136184,0.0145227,0.0145769,0.0150439,0.0157398,0.0158599,0.0168149,0.0170828,0.0175551,0.017599,0.0184513,0.0191024,0.0198616,0.0201477,0.0204201,0.0210484
1000000,0.3573073,0.3734057,0.0599026,0.3371901,0.0446147,16,0.0698816,0.3819565,0.1955856,0.1342269,0.1123799,0.0957527,0.0864002,0.0786615,0.0789561,0.0904361,0.0812758,0.0787809,0.0750446,0.0743186,0.0726775,0.0709379,0.0698816,0.0740445,0.0718783,0.0746177,0.0757822,0.0773976,0.0781074,0.0761864,0.0769343,0.0753551,0.07638,0.0742792,0.0752931,0.07552,0.0755603,0.0733065,0.0744211
1000,0.0004731,0.0004475,0.0006403,0.0004502,0.0004605,2,0.0021024,0.0025027,0.0021024,0.0028306,0.0033389,0.0037482,0.0039965,0.0044654,0.0048663,0.0053078,0.0057785,0.0065665,0.006732,0.0073981,0.008289,0.008935,0.0093751,0.010122,0.010927,0.0115361,0.0122556,0.01192,0.0126531,0.013102,0.0136116,0.0141872,0.0150903,0.0153998,0.0156879,0.0159929,0.0163919,0.0173913,0.017882
10000,0.0038492,0.0037982,0.0015118,0.0036611,0.0014193,4,0.003549,0.0061825,0.0050537,0.0043157,0.003549,0.0037399,0.0038795,0.0043887,0.0047381,0.0052167,0.0057241,0.0064316,0.0075388,0.0076339,0.0087819,0.0095266,0.0103933,0.0111402,0.0116555,0.0119789,0.0125384,0.0130221,0.0131965,0.0134279,0.0137113,0.0146085,0.0151204,0.0156065,0.0160801,0.017035,0.0175392,0.018267,0.0185155
100000,0.0342121,0.0340273,0.0050564,0.0350651,0.0049478,8,0.0106989,0.0422622,0.025304,0.0195167,0.0154297,0.0129933,0.0118907,0.0108054,0.0106989,0.0139895,0.0131018,0.0139684,0.0135389,0.0130191,0.0135565,0.0130379,0.0136151,0.0135241,0.0140969,0.0148419,0.0150388,0.0156828,0.0163139,0.0171381,0.0171838,0.0177105,0.0181601,0.0193504,0.0202989,0.0203177,0.0204425,0.0209093,0.0212319
1000000,0.3219105,0.3376261,0.0463178,0.3504085,0.0463332,16,0.0703733,0.3852193,0.188713,0.1352472,0.1112823,0.0968102,0.0859926,0.078079,0.0716486,0.0862576,0.0827431,0.0803499,0.0752878,0.0748529,0.07165,0.0716549,0.0703733,0.0736071,0.0727272,0.0743043,0.0741652,0.0782054,0.0782245,0.0761034,0.0761511,0.076944,0.0766536,0.0763416,0.0751597,0.0741736,0.0746138,0.0766346,0.0754472
1000,0.0004626,0.0004484,0.0005979,0.0004509,0.000416,2,0.0020178,0.0022127,0.0020178,0.0025539,0.0032768,0.0036,0.0039961,0.0043692,0.0046623,0.0053094,0.0055553,0.0062291,0.0068081,0.0071828,0.0080207,0.0084891,0.0092921,0.0100689,0.0107599,0.0115221,0.0118585,0.0123274,0.0125579,0.0133349,0.0134757,0.0136384,0.0142148,0.0148812,0.0152575,0.0159712,0.016068,0.0166335,0.0170312
10000,0.0038043,0.0037729,0.0014154,0.0033896,0.001609,5,0.003587,0.0065658,0.0045788,0.0035947,0.0040754,0.003587,0.004005,0.0044618,0.0050401,0.0056233,0.0060706,0.0066059,0.0071909,0.0078756,0.0089683,0.0096601,0.0108777,0.0110443,0.0116625,0.0119598,0.0121205,0.0126728,0.013071,0.0134013,0.0143764,0.0150923,0.015346,0.0160095,0.0163348,0.0168514,0.0174148,0.0177316,0.0181212
100000,0.033623,0.0322747,0.0048807,0.032693,0.0047365,8,0.0103492,0.0416223,0.024585,0.0190446,0.0153583,0.0117865,0.0111229,0.0103893,0.0103492,0.0137327,0.0134618,0.0143923,0.0146733,0.0137603,0.0143403,0.0147497,0.0143191,0.0149462,0.0156049,0.0160315,0.0155789,0.0158235,0.0164505,0.0168437,0.0169446,0.0174073,0.0183238,0.0187742,0.0189901,0.0199681,0.0199756,0.0211912,0.0212646
1000000,0.3074438,0.3064396,0.0367578,0.3117957,0.0377138,16,0.0696766,0.36394,0.1917838,0.1332136,0.1107665,0.0917318,0.0858215,0.0798065,0.0718101,0.0839391,0.0810894,0.0792574,0.0781597,0.0735573,0.0728497,0.0702408,0.0696766,0.0722683,0.0727833,0.0736755,0.0750614,0.0786072,0.0773141,0.0761303,0.0760864,0.0754423,0.0751108,0.0762697,0.0758462,0.0739809,0.0784972,0.0814649,0.0745724
1000,0.000452,0.0004366,0.0006361,0.0004405,0.0004285,2,0.0022361,0.0022672,0.0022361,0.0025949,0.0032035,0.0035018,0.0039761,0.0044577,0.0049953,0.0055749,0.0057464,0.0063531,0.0068697,0.0073025,0.0080322,0.0086216,0.0094456,0.0106879,0.0112765,0.0115475,0.0122849,0.0123527,0.0127895,0.0131353,0.0136192,0.0138143,0.0142147,0.0149318,0.0156006,0.0161368,0.0169811,0.0175883,0.0174967
10000,0.0039399,0.0042056,0.0014193,0.0041524,0.0017931,5,0.0037887,0.0073988,0.0055426,0.0049417,0.0041146,0.0037887,0.0038765,0.0043007,0.004881,0.005209,0.0056857,0.0062197,0.0068495,0.0077153,0.008312,0.0090496,0.0100091,0.0105253,0.0111323,0.0117563,0.012733,0.0133178,0.0130328,0.0137282,0.0142499,0.0148554,0.015307,0.0159262,0.016247,0.017186,0.0174928,0.0186624,0.018485
100000,0.0337712,0.0346043,0.004998,0.034655,0.0050763,7,0.0105134,0.0403525,0.0256119,0.019457,0.015467,0.0129762,0.0118794,0.0105134,0.010757,0.0147708,0.014134,0.0143102,0.0133096,0.0128425,0.0132588,0.0130262,0.0133993,0.0137497,0.0144813,0.0148343,0.0154268,0.015714,0.0165469,0.0172401,0.0183594,0.0194202,0.0197502,0.0199467,0.0201431,0.0206564,0.0207756,0.0213521,0.0222148
1000000,0.361183,0.3310181,0.0409601,0.3880906,0.0438801,16,0.0695739,0.3708145,0.1890296,0.13448,0.1101429,0.0954044,0.0860458,0.0797356,0.0731227,0.0850034,0.0824984,0.0810923,0.0797333,0.0791306,0.0726213,0.0708065,0.0695739,0.0732199,0.0741281,0.0758483,0.0773204,0.077574,0.0786681,0.0776778,0.0745778,0.0746512,0.0759061,0.0744591,0.0749798,0.0748933,0.0742925,0.0736853,0.0750863
1000,0.000481,0.0004628,0.0005417,0.0004284,0.0005107,2,0.0020699,0.0021778,0.0020699,0.0026745,0.003145,0.0036729,0.00392,0.0043826,0.004983,0.0053454,0.0057308,0.0062331,0.0065396,0.0073028,0.0076224,0.0086181,0.0091619,0.0099809,0.0104879,0.0110345,0.0120776,0.012224,0.0122246,0.012719,0.0130007,0.0136236,0.0139166,0.0145879,0.0155017,0.0160893,0.0162552,0.0164994,0.0173014
10000,0.0037567,0.0035672,0.0014555,0.0036347,0.0016348,4,0.0034731,0.0065859,0.004798,0.0036939,0.0034731,0.0035656,0.003933,0.0046713,0.0050228,0.0053882,0.0059134,0.0064795,0.0075354,0.0082572,0.0095462,0.0106275,0.010999,0.0114073,0.0118166,0.0119929,0.0126306,0.0129657,0.0130013,0.0136315,0.0140628,0.0150874,0.0156232,0.0163637,0.0165189,0.0167711,0.0175616,0.0179464,0.0184163
100000,0.0343602,0.0322199,0.0049306,0.0325641,0.0049249,7,0.0102575,0.0408272,0.0246156,0.0192269,0.0150864,0.0131761,0.0119676,0.0102575,0.0103866,0.0138512,0.0145523,0.0140553,0.0135856,0.0131805,0.0127419,0.0134723,0.0135419,0.0138081,0.0142276,0.0147047,0.015098,0.0155009,0.016524,0.017288,0.0169118,0.0172761,0.0178785,0.0186586,0.0192646,0.0200125,0.020262,0.0207306,0.0213189
1000000,0.3112766,0.3071933,0.0382264,0.3071147,0.0372289,16,0.0688649,0.3701088,0.1936588,0.1328395,0.1112296,0.0949348,0.0849909,0.0766946,0.0720654,0.0869748,0.0819412,0.0794517,0.0769383,0.073963,0.0706005,0.071677,0.0688649,0.0729452,0.0728377,0.0731106,0.0745472,0.077202,0.0759569,0.0757372,0.0763653,0.0764109,0.0751418,0.0739644,0.0752998,0.0746962,0.0752607,0.0741531,0.0735594
1000,0.0004525,0.0004456,0.0006288,0.0005015,0.0004437,2,0.0020765,0.0024952,0.0020765,0.0026871,0.0032717,0.0035807,0.0039276,0.0043622,0.0047869,0.0052998,0.0058632,0.0065077,0.0068377,0.0076388,0.0080138,0.0088497,0.0097276,0.0106169,0.0111251,0.0115034,0.0119568,0.01263,0.0128166,0.0132588,0.0135518,0.0134983,0.0137715,0.0143611,0.0151711,0.0157476,0.0162659,0.0168501,0.017291
10000,0.0038378,0.0037412,0.001568,0.0035229,0.0014248,4,0.0034412,0.0068631,0.0044334,0.0041228,0.0034412,0.0036132,0.0038007,0.0042747,0.0047702,0.0052468,0.00588,0.0066223,0.007242,0.0081517,0.0092816,0.0097866,0.011123,0.0116684,0.0122186,0.0125766,0.0125252,0.0131973,0.0134652,0.0140495,0.0147396,0.0161874,0.0176316,0.0181664,0.0182675,0.0180101,0.0180646,0.0185515,0.0198466
100000,0.0353118,0.0344636,0.0054498,0.0392836,0.0059966,7,0.0120799,0.046337,0.0283096,0.0221178,0.0180149,0.0162336,0.0140112,0.0120799,0.0148577,0.0151589,0.0145606,0.013599,0.0125966,0.0136486,0.0133849,0.013931,0.0140212,0.0152331,0.0157837,0.0160831,0.016172,0.0171006,0.0184503,0.018062,0.0171723,0.018244,0.0186091,0.0181325,0.018848,0.0196778,0.0206892,0.0207849,0.0218027
1000000,0.3408644,0.3308935,0.040273,0.3387465,0.0404139,16,0.0688638,0.3707261,0.185988,0.1342925,0.1097137,0.0953514,0.0838764,0.0783324,0.0727144,0.08442,0.079795,0.0790728,0.0758204,0.0737834,0.0721411,0.0707438,0.0688638,0.073585,0.0733413,0.0751011,0.075792,0.0791882,0.0773655,0.0780986,0.0782074,0.0801538,0.0830374,0.0805101,0.0795216,0.082659,0.0901352,0.0840247,0.0889571
1000,0.0004801,0.0004551,0.0006088,0.0004575,0.0005612,2,0.0023924,0.0032034,0.0023924,0.0031401,0.0035651,0.004418,0.0047275,0.0054688,0.0058872,0.0066143,0.0074506,0.0087982,0.0091383,0.0097475,0.0095472,0.0094833,0.0100413,0.0106664,0.0109137,0.0113296,0.0122374,0.012442,0.0134545,0.0143959,0.0148246,0.0160065,0.0165002,0.0163158,0.0165841,0.0165688,0.0171797,0.0182715,0.0184121
10000,0.00389,0.0038129,0.0015696,0.0038678,0.0014358,4,0.0036469,0.0064417,0.0044953,0.0041896,0.0036469,0.0038735,0.0043571,0.0049884,0.0054622,0.0063058,0.0065103,0.0072478,0.0077642,0.0089966,0.0098942,0.0112902,0.0120979,0.0129926,0.0128106,0.0132999,0.0137038,0.0140833,0.0145888,0.014858,0.0156142,0.0163991,0.0174099,0.0173243,0.0166945,0.0166799,0.0169939,0.0171975,0.0182135
100000,0.0322752,0.0310571,0.0046643,0.0311699,0.0048168,7,0.0097542,0.0407818,0.0244958,0.0184903,0.0168748,0.013238,0.0102479,0.0097542,0.0104835,0.0137501,0.0138442,0.0135408,0.0139286,0.013731,0.0132291,0.0131077,0.013701,0.0139019,0.0141492,0.0150206,0.0154714,0.0163174,0.0170558,0.0174167,0.0175666,0.0171484,0.0175759,0.0179628,0.0188992,0.0196057,0.0198285,0.020385,0.02081
1000000,0.3136029,0.3103262,0.0371163,0.3083551,0.0373034,15,0.0718237,0.3675469,0.187093,0.1335946,0.1108714,0.0949459,0.0852008,0.07849,0.0757424,0.0873217,0.0823187,0.078331,0.0751344,0.0738803,0.0720247,0.0718237,0.0775405,0.0767164,0.0741599,0.0747723,0.0751985,0.078336,0.076536,0.0768697,0.0759276,0.0756569,0.0755297,0.0734527,0.0782187,0.0753276,0.0746304,0.0799904,0.0832098
1000,0.0004883,0.0004665,0.0006705,0.0005027,0.0005301,2,0.0021858,0.0024892,0.0021858,0.0029845,0.0035189,0.003781,0.004018,0.0046054,0.0051218,0.0056083,0.0061419,0.0067271,0.0073929,0.0081799,0.0087106,0.0095673,0.0100357,0.0105736,0.0111451,0.0117236,0.0122908,0.0129303,0.0129404,0.013961,0.0145992,0.0149226,0.0154599,0.016028,0.0166529,0.0170678,0.0176107,0.0180388,0.0190538
10000,0.0040953,0.0040295,0.0015932,0.0040653,0.0013315,5,0.0039411,0.0072735,0.0055669,0.0052799,0.0041414,0.0039411,0.0043933,0.0048592,0.0055174,0.0062231,0.0063456,0.0082268,0.0076772,0.008372,0.0090015,0.009896,0.0105329,0.0114674,0.0118805,0.0125741,0.0133306,0.0137744,0.0145804,0.0149938,0.0152596,0.0152102,0.0152802,0.0154356,0.0159877,0.0166984,0.0170563,0.0177889,0.0183144
100000,0.047563,0.0456263,0.0059785,0.0358859,0.0047022,8,0.0103456,0.0420635,0.0263118,0.0192188,0.0155237,0.0128483,0.0112963,0.0106209,0.0103456,0.0136213,0.0136898,0.0141022,0.013497,0.0134084,0.0132931,0.0131528,0.0137405,0.0135954,0.0145519,0.0150637,0.0152161,0.0154789,0.0156754,0.0160316,0.0167636,0.0177172,0.0179216,0.0184136,0.0191525,0.0194848,0.0198499,0.0208732,0.0212951
1000000,0.3192567,0.3189368,0.0369688,0.3304477,0.0394998,16,0.0688858,0.3618374,0.1946039,0.1343241,0.1101231,0.0938763,0.0880256,0.0775974,0.0716562,0.0851517,0.0831815,0.0790203,0.0749766,0.0763026,0.0719405,0.0710384,0.0688858,0.0740204,0.0732775,0.0737721,0.0744241,0.0763642,0.0768256,0.076527,0.0755346,0.0796823,0.0753668,0.0759254,0.0751483,0.0744927,0.0754885,0.0759878,0.0754821
1000,0.0004682,0.0004512,0.0005076,0.0005596,0.0005159,2,0.0020577,0.0023085,0.0020577,0.0027944,0.0032989,0.0036047,0.0039571,0.0043735,0.0049611,0.0051504,0.0056393,0.006089,0.0065874,0.0071666,0.0078805,0.0086808,0.0092179,0.009912,0.0104452,0.0111867,0.0116701,0.0121946,0.0123432,0.0131321,0.0135098,0.0137684,0.0145116,0.0145503,0.0153609,0.0157742,0.0165669,0.0174303,0.0177001
