length,no_policy,seq,parallel,unseq,par_unseq,best_K,best_time,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19,K20,K21,K22,K23,K24,K25,K26,K27,K28,K29,K30,K31,K32
10000,0.0038378,0.0037217,0.0016511,0.0038729,0.0017215,4,0.0035557,0.006529,0.0040489,0.0038714,0.0035557,0.0035576,0.0037811,0.0043057,0.0048985,0.0052727,0.00569,0.0063738,0.007234,0.008412,0.009467,0.0102105,0.0107344,0.0107699,0.0116455,0.0114742,0.0119032,0.0124637,0.0130065,0.0134122,0.0137809,0.0144437,0.014985,0.0155223,0.016057,0.0164136,0.0172318,0.0173615,0.0180815
100000,0.0336397,0.0322248,0.0050566,0.032641,0.0049298,7,0.00969,0.04054,0.0246873,0.0185211,0.0153727,0.0129154,0.0118157,0.00969,0.0103875,0.0127429,0.0142848,0.014447,0.0146411,0.0143657,0.0149388,0.0147621,0.0146219,0.0151298,0.0156792,0.0161171,0.0177444,0.0184396,0.0195312,0.0199258,0.0189084,0.018811,0.0189477,0.0197606,0.020076,0.0225607,0.0231002,0.0254634,0.0286526
1000000,0.3275679,0.3201044,0.0419139,0.3236852,0.0379606,16,0.0690731,0.3686849,0.1913045,0.1353383,0.110566,0.0931676,0.0874338,0.0804486,0.07547,0.0858,0.0815005,0.0784736,0.0739989,0.0745637,0.0723793,0.0710162,0.0690731,0.0735706,0.0734855,0.0739834,0.0749243,0.0775413,0.0777264,0.0779977,0.075493,0.0794318,0.0791059,0.0805037,0.0803657,0.0793829,0.0804385,0.0807584,0.0816264
1000,0.0004491,0.0004213,0.0007004,0.0004509,0.0004761,2,0.002113,0.0023737,0.002113,0.0030338,0.0033654,0.0036817,0.0040987,0.0045098,0.0051603,0.0054828,0.0058766,0.0061694,0.00664,0.0071736,0.0080044,0.0084824,0.0091301,0.0097109,0.0106517,0.0112165,0.0116596,0.0121828,0.0130556,0.0134743,0.0139153,0.014566,0.0150134,0.015733,0.017118,0.0168683,0.0168436,0.0173112,0.0176827
10000,0.0038052,0.0037206,0.0014579,0.0037304,0.0012789,4,0.0035975,0.0062857,0.0048218,0.0039293,0.0035975,0.0036305,0.0039836,0.0043005,0.004937,0.0053721,0.0060141,0.0064972,0.0074243,0.0080375,0.00918,0.0098825,0.0107551,0.0113407,0.0120267,0.0123038,0.0124871,0.0129486,0.0135507,0.0139617,0.0147834,0.0153773,0.0156242,0.0160917,0.0165854,0.0172284,0.0173165,0.0180061,0.0185441
100000,0.0473207,0.0453288,0.006164,0.03421,0.0048977,7,0.0100509,0.0412502,0.0255169,0.0188967,0.0152631,0.0133694,0.0115325,0.0100509,0.010359,0.0153515,0.0147039,0.0137787,0.0132886,0.0129434,0.0133354,0.0136574,0.0134033,0.0140192,0.0143186,0.0146283,0.0151875,0.0155223,0.0161298,0.016901,0.0172578,0.0174248,0.0186082,0.0191933,0.0194462,0.0197853,0.0199366,0.0214633,0.0216539
1000000,0.3594679,0.3400348,0.0441767,0.3262863,0.0407003,16,0.0692891,0.3738126,0.1877095,0.1345172,0.1066318,0.0952635,0.0864039,0.0801163,0.0734254,0.0856755,0.0821799,0.0795435,0.0746625,0.0745229,0.071297,0.0718274,0.0692891,0.0731109,0.0723554,0.0755512,0.0749839,0.0785872,0.077509,0.0751012,0.0758898,0.0753576,0.0755375,0.0757391,0.0745998,0.0742964,0.0735571,0.0753401,0.0756827
1000,0.0004768,0.0004552,0.0006549,0.0004626,0.0004955,2,0.0020302,0.0023084,0.0020302,0.0027503,0.0031749,0.0037686,0.003949,0.0045065,0.0048497,0.0052593,0.0056871,0.0061394,0.0067496,0.0072375,0.0078458,0.0084502,0.0093202,0.0100357,0.0107035,0.0114507,0.0121018,0.0121749,0.0129086,0.0128552,0.0139348,0.0141025,0.0144314,0.0146054,0.0152551,0.0161886,0.0167266,0.017316,0.0179213
10000,0.0040082,0.003917,0.0014558,0.0036627,0.0015617,3,0.003505,0.0062188,0.0044232,0.003505,0.0035304,0.0036136,0.0037931,0.0042908,0.0049184,0.0053755,0.005876,0.0064508,0.007322,0.0081994,0.0091896,0.0103301,0.0106443,0.0111879,0.0116216,0.0118894,0.0122361,0.0131183,0.0132261,0.013954,0.0143087,0.0147338,0.0151217,0.0159745,0.0171958,0.0168069,0.0171355,0.0177866,0.0182859
100000,0.03385,0.0327947,0.0051755,0.0336763,0.004776,7,0.00989,0.0399808,0.0244384,0.019647,0.0155413,0.0132224,0.0111305,0.00989,0.0105714,0.013424,0.0140368,0.0140805,0.0134952,0.0130994,0.0135209,0.0132845,0.0133289,0.0135546,0.0143083,0.0148366,0.0160915,0.0167655,0.01679,0.0167334,0.017424,0.0176617,0.0182416,0.0181274,0.0190625,0.0195043,0.0210384,0.0207071,0.0216601
1000000,0.339049,0.3342636,0.0398525,0.3144724,0.036984,15,0.0718461,0.3646563,0.1910467,0.1367411,0.1087348,0.0946634,0.0854034,0.0778159,0.0720491,0.0866386,0.0814869,0.0789826,0.0740726,0.0746601,0.0727703,0.0718461,0.0781777,0.0772471,0.0762959,0.079088,0.0804722,0.0854265,0.0811609,0.0808874,0.082262,0.0856402,0.0836506,0.0810564,0.0781991,0.0753232,0.0747434,0.0746587,0.073654
1000,0.0004493,0.0004287,0.000648,0.0005746,0.0004883,2,0.0021214,0.0024321,0.0021214,0.002747,0.0033848,0.0037416,0.004105,0.0044305,0.0049664,0.0054429,0.0058338,0.0064219,0.0071201,0.0074777,0.0081375,0.0086456,0.009484,0.0102157,0.0108926,0.0115463,0.0116843,0.0125338,0.012718,0.0128698,0.0133418,0.0140515,0.0142805,0.0149677,0.0155141,0.0162129,0.0168855,0.0173785,0.0174681
10000,0.0038186,0.003719,0.001595,0.003597,0.0014701,4,0.0036098,0.0069054,0.0048044,0.0041851,0.0036098,0.0038285,0.0039024,0.004616,0.0049869,0.0056924,0.0062439,0.00704,0.0076504,0.0085618,0.0094121,0.0104092,0.0107752,0.0113146,0.0116486,0.0122157,0.0123702,0.0125612,0.0128263,0.0137902,0.0140927,0.0149969,0.0152777,0.0158963,0.0161841,0.0168537,0.0172893,0.0182571,0.0184541
100000,0.0340257,0.0335797,0.0050925,0.0378393,0.006019,7,0.0099785,0.0460774,0.0257689,0.0191566,0.0153647,0.0118028,0.0116211,0.0099785,0.0105139,0.013412,0.014767,0.0139977,0.0130935,0.0131856,0.0128596,0.0134472,0.0132366,0.0138453,0.0149149,0.0147983,0.0151404,0.0156244,0.0163815,0.0165749,0.0171159,0.0176569,0.0175659,0.0189919,0.0187443,0.01961,0.0202909,0.0207304,0.0208178
1000000,0.3251282,0.3170399,0.0402614,0.3888595,0.0438028,16,0.0690322,0.3667692,0.188069,0.1323539,0.1110861,0.0915211,0.0863425,0.0775848,0.0959283,0.0847071,0.0823262,0.0782006,0.0764961,0.0739231,0.0714444,0.0708994,0.0690322,0.0729949,0.0726916,0.0744934,0.0751914,0.077979,0.0781561,0.0774516,0.077914,0.0755411,0.0751113,0.0747203,0.0745549,0.0756376,0.0742979,0.0743072,0.0752491
1000,0.0004408,0.0004535,0.0006254,0.0005498,0.0004592,2,0.0020387,0.0024335,0.0020387,0.0026432,0.0031272,0.0037087,0.0038643,0.0044674,0.0046712,0.0049804,0.005511,0.0060265,0.0063706,0.0070367,0.0075931,0.0082018,0.0093722,0.0097764,0.0105349,0.0110095,0.0114056,0.0118089,0.0123568,0.0124584,0.0129257,0.0136133,0.0141637,0.0146368,0.0153722,0.0158341,0.0163717,0.017126,0.0173693
10000,0.0038654,0.0037189,0.0015448,0.0035903,0.0014721,4,0.0034408,0.0065719,0.0045901,0.0036872,0.0034408,0.0035364,0.0036372,0.0042656,0.0048109,0.0053805,0.0056786,0.0065058,0.0073656,0.0086548,0.0090102,0.0100431,0.0108945,0.0111092,0.0117779,0.0124267,0.0125814,0.0122744,0.0129475,0.0138051,0.0145788,0.0146003,0.0152695,0.0159586,0.0166016,0.0170328,0.0173883,0.0180216,0.0184312
100000,0.0336293,0.0322372,0.0049336,0.0327985,0.0049649,8,0.0104775,0.040721,0.0235062,0.0185497,0.0155015,0.0132931,0.0106686,0.0104875,0.0104775,0.0137957,0.0138463,0.013562,0.0132122,0.0126401,0.0128028,0.0128325,0.0133033,0.0137268,0.0140648,0.0145559,0.0155621,0.0157149,0.0158482,0.0163277,0.0167649,0.0176253,0.018706,0.0196521,0.0203223,0.0199993,0.0200157,0.0203276,0.0206139
1000000,0.3252001,0.3607501,0.0431901,0.3161134,0.0386863,15,0.073489,0.3616629,0.1925059,0.1328313,0.1103197,0.0952099,0.0860819,0.0785041,0.0914179,0.0896047,0.083351,0.0838359,0.0835526,0.0780269,0.0773191,0.073489,0.0769868,0.0773436,0.075772,0.0747039,0.0742337,0.0771738,0.0775775,0.0761029,0.0769935,0.0746796,0.0761024,0.0738193,0.0745686,0.0741373,0.0762666,0.0745528,0.0740948
1000,0.0004642,0.0004438,0.0005947,0.0004399,0.0004375,2,0.0021302,0.002467,0.0021302,0.0026481,0.0032988,0.0035175,0.0040494,0.0044361,0.0049683,0.005472,0.0058584,0.0061807,0.0067767,0.0071908,0.0079755,0.0085166,0.0092461,0.0098729,0.0106662,0.0112989,0.0120766,0.0122371,0.0125169,0.0131384,0.0133233,0.0140865,0.0145235,0.0148662,0.0156167,0.0158711,0.0165902,0.0171867,0.0174928
10000,0.0037771,0.0036928,0.0015679,0.0036219,0.001376,4,0.0033847,0.0060301,0.0046915,0.004002,0.0033847,0.003643,0.003755,0.0042957,0.0046705,0.0053708,0.0060128,0.0063676,0.0074641,0.0085021,0.0094359,0.0100109,0.0109052,0.0117828,0.0120848,0.0125329,0.0123593,0.0125363,0.0128987,0.0135436,0.0140859,0.0149144,0.0149979,0.0158301,0.0167804,0.0170008,0.0168311,0.017778,0.0183181
100000,0.0343026,0.0339401,0.0051104,0.0343835,0.0048877,7,0.0129466,0.0413386,0.0253294,0.0182414,0.0156306,0.0146258,0.0131125,0.0129466,0.0152806,0.0151714,0.0141771,0.0137534,0.0131558,0.0131633,0.0130253,0.013311,0.0136926,0.014321,0.0142473,0.0150417,0.0151478,0.015912,0.0169567,0.0166939,0.0169166,0.0173461,0.0182701,0.0181001,0.0192636,0.0194374,0.0201742,0.0212955,0.0215747
1000000,0.3321451,0.3288656,0.0406291,0.3357176,0.0406234,8,0.0716669,0.3653405,0.187359,0.1331849,0.1096585,0.0922868,0.0870089,0.0765238,0.0716669,0.0853253,0.0823757,0.0783968,0.0842393,0.0840717,0.078166,0.0766201,0.0859099,0.0897765,0.0844099,0.0843466,0.0834697,0.0820689,0.0852536,0.0812241,0.0824954,0.0802948,0.0863769,0.0861861,0.0811203,0.0808357,0.0816514,0.0832326,0.0838647
1000,0.0004867,0.0004795,0.0006787,0.0004732,0.0004894,2,0.0021227,0.0024364,0.0021227,0.0027461,0.003641,0.0037433,0.0040487,0.0045191,0.0050116,0.0053458,0.0058417,0.0061747,0.0066942,0.0071852,0.0078455,0.0083863,0.0092441,0.0102422,0.0105827,0.0112142,0.0118782,0.0121524,0.0126284,0.0129768,0.0132946,0.0138808,0.0143774,0.015261,0.015669,0.0160588,0.016531,0.0171661,0.0175614
10000,0.0039224,0.0037433,0.0016054,0.003375,0.001354,4,0.0033952,0.0057241,0.0044314,0.0035364,0.0033952,0.0034557,0.003696,0.0041623,0.004689,0.0051424,0.0057197,0.0062584,0.0070328,0.0079672,0.0090001,0.0093521,0.0103918,0.01184,0.0117015,0.0122494,0.0124809,0.0128954,0.013117,0.0132666,0.013798,0.0146621,0.015318,0.0158041,0.0165127,0.0176532,0.0178206,0.0183481,0.018505
100000,0.0332718,0.0322099,0.0049909,0.0353237,0.005338,8,0.0105595,0.0418528,0.0247624,0.0190676,0.0158176,0.0128485,0.0121106,0.0107263,0.0105595,0.0140426,0.0140781,0.0140398,0.013741,0.0131147,0.0134314,0.01359,0.0134865,0.0136238,0.0143406,0.0150426,0.0153509,0.0159347,0.0155729,0.0161163,0.0170654,0.0177756,0.018685,0.0189695,0.0199278,0.0208787,0.0207244,0.0215195,0.0212303
1000000,0.3112321,0.3187365,0.0400518,0.3247099,0.0378885,15,0.0700147,0.3852847,0.223832,0.1475425,0.1123302,0.0952627,0.0861233,0.0771367,0.0764744,0.0861007,0.082891,0.0784398,0.0759968,0.073432,0.0724703,0.0700147,0.0708162,0.0734898,0.0730246,0.0737016,0.0739415,0.0780675,0.0766819,0.0763377,0.0783357,0.0753629,0.0756095,0.0751947,0.0742562,0.0747636,0.0748461,0.0756138,0.0742049
1000,0.0004681,0.000448,0.0005419,0.0004504,0.0004386,2,0.0020983,0.0023651,0.0020983,0.0026627,0.0033076,0.0035969,0.0039371,0.0045435,0.0049221,0.0053511,0.0056926,0.0062396,0.0069804,0.0072825,0.00798,0.0086721,0.0091512,0.0098646,0.0108019,0.0114434,0.0120223,0.0123501,0.0127687,0.0134346,0.0135341,0.0137575,0.0144149,0.0147119,0.0154023,0.0161396,0.0168328,0.0169412,0.0171723
10000,0.0038673,0.0037535,0.0015673,0.0038313,0.0014312,4,0.0035762,0.0062337,0.0047674,0.0037377,0.0035762,0.0036595,0.0037121,0.004303,0.0047906,0.0052359,0.0058262,0.0062721,0.0075981,0.007926,0.0092082,0.0103809,0.0107283,0.011317,0.0115144,0.01205,0.0122083,0.0126091,0.013093,0.0137946,0.0140605,0.0146223,0.0151252,0.0155728,0.0162687,0.0164747,0.0169892,0.0178219,0.0181593
100000,0.0438883,0.0403408,0.0057072,0.0338262,0.0047498,7,0.010624,0.0413241,0.024925,0.0194659,0.0147703,0.0134328,0.0114746,0.010624,0.0106407,0.0140437,0.0142861,0.0140204,0.0135853,0.0138806,0.0134392,0.0130691,0.0131081,0.0135901,0.0144044,0.0148858,0.0154321,0.016001,0.0161394,0.016876,0.0172328,0.0177702,0.0179356,0.0185354,0.018863,0.019864,0.0201671,0.0207627,0.0210221
1000000,0.3357249,0.3325984,0.0406536,0.3417776,0.0422905,15,0.0701104,0.3681374,0.1862986,0.1334583,0.1092362,0.0935222,0.0866989,0.0766108,0.0718241,0.0866853,0.0822057,0.0781667,0.075359,0.0737808,0.0717165,0.0701104,0.0704322,0.0740285,0.0725722,0.07337,0.0745258,0.0771593,0.0778034,0.0769729,0.077245,0.0755274,0.0743015,0.0748072,0.0750126,0.0744472,0.0746142,0.0762386,0.0761439
1000,0.000452,0.0004424,0.0006815,0.0005456,0.0004235,2,0.0020025,0.0022985,0.0020025,0.0024755,0.0031853,0.0036578,0.0038945,0.004291,0.0048042,0.0052777,0.0056302,0.0062363,0.0067483,0.0072324,0.007807,0.0084682,0.0092707,0.0103016,0.0107649,0.0115291,0.0122382,0.0123555,0.0126787,0.0131468,0.0134339,0.0138262,0.0142383,0.0141014,0.014804,0.0156835,0.0162221,0.0166466,0.0171368
10000,0.0038741,0.0037739,0.0015931,0.0033788,0.0013159,4,0.0034331,0.0065044,0.0045466,0.0037231,0.0034331,0.0036037,0.003767,0.0041704,0.0047705,0.0051489,0.0057189,0.0062728,0.0070935,0.0083919,0.0092505,0.0100956,0.0106635,0.0118955,0.0116695,0.0123027,0.0124114,0.0125685,0.0132892,0.0133062,0.0137993,0.0146587,0.0152454,0.0155048,0.0165741,0.0167285,0.0173756,0.0177289,0.0184704
100000,0.0338455,0.0323145,0.0055338,0.0322721,0.0046373,7,0.0101029,0.0404167,0.0253742,0.0197481,0.0155304,0.0130719,0.0108472,0.0101029,0.0101831,0.0134989,0.0134804,0.0134337,0.0132539,0.0134954,0.0137168,0.0141628,0.0140807,0.0149596,0.0160796,0.0154301,0.0161679,0.017146,0.0170187,0.0165176,0.0169427,0.017786,0.0181176,0.0186113,0.0191901,0.0200079,0.0203377,0.0205816,0.0211538
1000000,0.3054907,0.3006835,0.0434079,0.3609401,0.0481106,16,0.0696374,0.3867415,0.1889165,0.1344231,0.112368,0.0943137,0.084811,0.0754098,0.0751887,0.0844233,0.0825735,0.0792859,0.0765686,0.0735381,0.0723413,0.0712715,0.0696374,0.0726436,0.0724762,0.0735766,0.0748152,0.0780131,0.0764189,0.0767405,0.0775756,0.0771388,0.0740725,0.0758829,0.0741736,0.0768761,0.0808959,0.0784769,0.0743302
1000,0.000475,0.0004551,0.0005297,0.0004573,0.0004626,2,0.0021151,0.0024776,0.0021151,0.0026315,0.003232,0.0036402,0.0040036,0.0044739,0.0048938,0.0053923,0.0058606,0.0063022,0.0067944,0.007306,0.0079398,0.0084706,0.0089279,0.0100388,0.0105647,0.0113579,0.0117714,0.012059,0.0129845,0.0132893,0.0131228,0.0135624,0.014027,0.0144955,0.0150769,0.015753,0.0161518,0.0167076,0.0170848
10000,0.0038185,0.0037188,0.0014677,0.0036178,0.0013003,5,0.0034572,0.0064392,0.0048273,0.0043464,0.0035992,0.0034572,0.0036521,0.0043138,0.0046913,0.0053012,0.0058772,0.0064943,0.007367,0.0082128,0.0094022,0.0097613,0.0107182,0.0113891,0.0117198,0.0119084,0.0124848,0.0129748,0.0129157,0.0133503,0.0139575,0.0144864,0.0150262,0.0156352,0.0164842,0.0170218,0.0175201,0.017808,0.0184404
100000,0.0341308,0.033924,0.0049635,0.0336406,0.0049045,7,0.0100435,0.0412967,0.0255699,0.0190783,0.0151817,0.0131802,0.0113602,0.0100435,0.0104087,0.0136014,0.0147041,0.0142823,0.0135107,0.0132413,0.0133675,0.013353,0.0139225,0.0144971,0.0152675,0.0156643,0.015407,0.0155955,0.016353,0.0166684,0.0173781,0.017099,0.0181704,0.0187886,0.0195562,0.0200023,0.0204684,0.0208629,0.0212166
1000000,0.3570508,0.3643001,0.0439864,0.3227481,0.0402413,16,0.0704006,0.3681417,0.1869682,0.132519,0.1128511,0.090632,0.0853547,0.0800243,0.0730646,0.0847405,0.0809496,0.0778027,0.0796105,0.0771621,0.0741509,0.0707007,0.0704006,0.0732159,0.0717688,0.0748326,0.0748205,0.0780407,0.076382,0.0785379,0.0756306,0.0756046,0.0751206,0.0759193,0.074724,0.0748782,0.0750253,0.0750702,0.075466
1000,0.0004559,0.0004514,0.0005758,0.0004768,0.0005036,2,0.0020049,0.0024906,0.0020049,0.0027237,0.0032364,0.0036421,0.0039454,0.0045717,0.0048929,0.0054393,0.0058372,0.006266,0.006622,0.0074406,0.0078136,0.008656,0.0092701,0.0096957,0.0104377,0.0109957,0.0115775,0.0118351,0.0124418,0.012731,0.0129214,0.0134036,0.0139563,0.0144674,0.0149681,0.0158689,0.0165865,0.0173834,0.017449
10000,0.0038362,0.003756,0.001492,0.0036427,0.0013369,4,0.003406,0.0055356,0.004176,0.0036354,0.003406,0.0037134,0.0037312,0.0042389,0.0049059,0.0053397,0.0058545,0.0069946,0.0075329,0.0081273,0.0093094,0.0099213,0.0105459,0.0114514,0.011685,0.0119842,0.0123201,0.0127956,0.0130749,0.0133768,0.014034,0.0148416,0.0152517,0.0158928,0.0161097,0.0174273,0.0176745,0.0185357,0.0185553
100000,0.0336271,0.032221,0.0052279,0.0325184,0.0049493,7,0.0102475,0.0398015,0.0242967,0.0191559,0.0156653,0.0136655,0.0109708,0.0102475,0.0121378,0.0131668,0.0136642,0.01365,0.0129595,0.0132431,0.0127273,0.0128988,0.0133515,0.0137625,0.0145675,0.0146968,0.0151942,0.0156401,0.0160358,0.0172531,0.0172173,0.0176212,0.0182622,0.0193991,0.0199692,0.0206614,0.0214995,0.0214196,0.0217569
1000000,0.3377968,0.323086,0.0390131,0.3257298,0.0382067,15,0.0706755,0.3738518,0.1899607,0.1336571,0.109056,0.097634,0.084562,0.076645,0.0717937,0.0879395,0.0796767,0.0795767,0.0756969,0.0736803,0.0710708,0.0706755,0.0716153,0.0737473,0.0730689,0.0745516,0.0766765,0.0771728,0.0768922,0.0767113,0.0780814,0.074894,0.0749467,0.074055,0.0740708,0.0742774,0.0745354,0.0750198,0.0746045
1000,0.0004739,0.0004553,0.000608,0.0004594,0.0004493,2,0.0020792,0.0024434,0.0020792,0.0028492,0.0033551,0.0037328,0.0039232,0.0045369,0.0050213,0.0053654,0.0058825,0.0062723,0.0068078,0.0074061,0.007853,0.0082194,0.0089171,0.0095098,0.0104481,0.0107433,0.0115486,0.0119414,0.0125796,0.013286,0.0139223,0.0140092,0.0144915,0.0149358,0.0153318,0.0158715,0.0161774,0.0165129,0.017244
10000,0.0037551,0.0036485,0.0014881,0.0035806,0.0013631,4,0.0034644,0.0058056,0.0049255,0.0038775,0.0034644,0.0035628,0.0036722,0.0042973,0.0047964,0.0053927,0.0059668,0.0066848,0.0072452,0.0082846,0.0092302,0.010365,0.0108016,0.0115333,0.0118951,0.0123755,0.0126682,0.0128534,0.0130549,0.013701,0.014228,0.0150062,0.0154976,0.0156016,0.0163239,0.0169629,0.0173985,0.017639,0.0181643
100000,0.0478696,0.0459407,0.0059187,0.0338221,0.0050452,7,0.0106826,0.040905,0.0253237,0.018699,0.0145928,0.0131185,0.0114204,0.0106826,0.0118281,0.0137223,0.0144013,0.0137661,0.0143296,0.0133547,0.0132866,0.0133225,0.0134516,0.0139533,0.014316,0.0145016,0.0152965,0.0154234,0.0162224,0.0167793,0.0169672,0.0179266,0.0178869,0.0187694,0.0202107,0.0201588,0.0214897,0.0222181,0.0229107
1000000,0.3376942,0.3771269,0.0528244,0.3578259,0.038336,16,0.0700044,0.3697482,0.1908072,0.1354508,0.1086317,0.0941936,0.0834887,0.0791453,0.0736746,0.0867748,0.0836684,0.0784313,0.0756252,0.0751131,0.0712392,0.0719691,0.0700044,0.0716381,0.0730068,0.0728002,0.0753478,0.0769856,0.0778322,0.0774936,0.0755971,0.0770871,0.0745205,0.0746272,0.0755878,0.0763764,0.076558,0.0753171,0.0794233
1000,0.0004704,0.0004443,0.0005897,0.0004363,0.0005207,2,0.0020028,0.0023944,0.0020028,0.0027511,0.0035189,0.0037387,0.0040699,0.0045263,0.0049473,0.0054182,0.0059499,0.0063673,0.0072917,0.0074939,0.0081621,0.008651,0.0092995,0.0100892,0.0106012,0.0110587,0.0119872,0.0126143,0.0132423,0.0135062,0.0137946,0.01389,0.0143686,0.0147741,0.0153826,0.0159202,0.0167758,0.0176956,0.0173693
10000,0.0037854,0.0037301,0.0016362,0.0036242,0.0013829,4,0.0034406,0.0066163,0.0045161,0.0039862,0.0034406,0.0035066,0.0037575,0.0042108,0.0047963,0.0051741,0.0060251,0.0065672,0.0074316,0.008419,0.0093413,0.0102153,0.0108975,0.0116936,0.0119127,0.0122163,0.0126667,0.0128771,0.0132013,0.0129148,0.0136389,0.0142834,0.0149594,0.0156337,0.0162413,0.0171887,0.0179925,0.0186446,0.0197392
100000,0.03288,0.0313419,0.0053182,0.0335537,0.0050928,7,0.0111489,0.0423591,0.0246717,0.0188657,0.0153818,0.0132598,0.0113146,0.0111489,0.0159851,0.0148411,0.0143258,0.0140951,0.0136641,0.014088,0.0151844,0.0157085,0.0149677,0.0150372,0.0145847,0.0157387,0.0165659,0.016608,0.016798,0.0197371,0.0179818,0.0186161,0.0193391,0.02031,0.020195,0.0200721,0.0202447,0.0205566,0.0212731
1000000,0.3167277,0.3115834,0.0366363,0.3311983,0.0406369,15,0.0712606,0.3625025,0.1921953,0.1337448,0.1115924,0.0942201,0.0847861,0.0772878,0.0750588,0.0857575,0.0808293,0.0771078,0.0748039,0.0731027,0.0727359,0.0712606,0.0771461,0.0781547,0.0726024,0.0731511,0.0743546,0.0780016,0.0763665,0.0784363,0.0781111,0.0753974,0.0749267,0.0755292,0.0748283,0.0737681,0.075412,0.0750114,0.0756203
1000,0.0004791,0.0004588,0.0006153,0.0004546,0.0004566,2,0.0021361,0.0025462,0.0021361,0.0027952,0.0034628,0.0036853,0.0040055,0.004357,0.0049688,0.0054667,0.0057687,0.006241,0.0065515,0.0071861,0.0077283,0.0083875,0.0089701,0.0096433,0.0107721,0.0113484,0.0119996,0.0126788,0.0132199,0.0134654,0.0136695,0.0141769,0.0143799,0.0148677,0.015878,0.0159988,0.0167238,0.0178088,0.0188393
10000,0.0039077,0.0037809,0.0014955,0.0036297,0.0014365,4,0.0036783,0.0066699,0.0046075,0.0041716,0.0036783,0.0038064,0.003907,0.0043589,0.0050825,0.0056315,0.0059866,0.0067804,0.0076887,0.0085158,0.0097028,0.0102782,0.0107381,0.0117631,0.0123232,0.0124155,0.0123185,0.0123451,0.013054,0.0135424,0.0137901,0.0142895,0.0153925,0.0158855,0.0161399,0.0165562,0.0172912,0.0176826,0.0178566
100000,0.0344537,0.0337764,0.0049989,0.0396524,0.0058508,8,0.0103592,0.0457861,0.0243226,0.0189283,0.0148979,0.0129234,0.0116557,0.0107963,0.0103592,0.0136968,0.0137557,0.0138793,0.0132952,0.0129773,0.0129559,0.0133469,0.0137701,0.014368,0.0141619,0.0143661,0.0149541,0.0155762,0.0159861,0.0162397,0.016798,0.0172405,0.0178395,0.0183717,0.0190562,0.0193218,0.019822,0.0204212,0.0208777
1000000,0.3250463,0.3145214,0.0401771,0.3238938,0.0406849,16,0.0694463,0.3675696,0.1885751,0.1359071,0.1099934,0.0917309,0.0874959,0.0803953,0.0728454,0.0863069,0.0805373,0.0792209,0.076054,0.0751173,0.0718685,0.0716452,0.0694463,0.0738524,0.0721153,0.0754682,0.0750856,0.078971,0.0762191,0.0785394,0.0754701,0.0766433,0.0759426,0.073413,0.0750202,0.0756971,0.0762002,0.0754207,0.077223
1000,0.0004915,0.0004708,0.0006063,0.0004784,0.0004787,2,0.0020785,0.0026522,0.0020785,0.0029176,0.0035022,0.0039894,0.0042379,0.0046684,0.0050058,0.0052812,0.0060313,0.0067618,0.0072437,0.0075548,0.0082644,0.0089072,0.0094516,0.0103981,0.0116678,0.0117838,0.0121823,0.0126664,0.0129384,0.0203369,0.013217,0.0137685,0.0145213,0.0150993,0.0158666,0.0169257,0.0180779,0.0186598,0.0190256
10000,0.0040276,0.0040657,0.0016131,0.0036809,0.001369,4,0.0034756,0.0066622,0.0052115,0.0045539,0.0034756,0.0035769,0.0038185,0.0043438,0.0050945,0.00538,0.0062071,0.0066636,0.0074036,0.0085752,0.0094116,0.0097967,0.0110249,0.011229,0.011673,0.0119933,0.0125492,0.0130065,0.0135271,0.0140459,0.0145247,0.0149721,0.0167333,0.0196986,0.0186273,0.0177722,0.0168985,0.0169706,0.0173369
100000,0.0334021,0.032303,0.0045289,0.0307712,0.0047643,7,0.0102647,0.0426187,0.025015,0.018719,0.014836,0.0124667,0.0109598,0.0102647,0.0106854,0.0141648,0.0139676,0.0139718,0.0135011,0.0129857,0.0127294,0.0131816,0.0130318,0.0134859,0.0139741,0.0142425,0.0149357,0.0159058,0.0161593,0.0165501,0.0168323,0.0173396,0.0176759,0.0180371,0.0188059,0.0196194,0.0205924,0.0205987,0.0208408
1000000,0.3090837,0.308211,0.0385991,0.3273056,0.0396369,16,0.0696698,0.3719048,0.1913198,0.1343457,0.1086127,0.0948643,0.0859014,0.07804,0.0735803,0.0849708,0.0817637,0.0789873,0.0749587,0.0766375,0.072582,0.0713413,0.0696698,0.073253,0.0721869,0.0735055,0.0751632,0.0779032,0.0774609,0.0768699,0.0756178,0.0753194,0.0748873,0.0752971,0.0758871,0.07333,0.0766402,0.0743133,0.074191
1000,0.0004638,0.0004439,0.0005822,0.0004434,0.0005421,2,0.0020321,0.0023615,0.0020321,0.0026853,0.0032991,0.0035701,0.0039162,0.0044715,0.0050139,0.0052774,0.0058678,0.0062255,0.0066867,0.0073265,0.007771,0.0086014,0.0089277,0.0098861,0.0105432,0.0111186,0.0117138,0.0121775,0.0126702,0.0131137,0.0134394,0.0137092,0.0140453,0.0145623,0.0150585,0.0159591,0.0163661,0.0170796,0.0175827
